model,top_n,seed,universe_id,target,prediction,residual
EvolveGCN-H,200,2025,LH_165,0.4214000105857849,0.32890963554382324,-0.09249037504196167
EvolveGCN-H,200,2025,LH_373,0.1534000039100647,0.2717602849006653,0.11836028099060059
EvolveGCN-H,200,2025,LH_421,0.17219999432563782,0.3287851810455322,0.1565851867198944
EvolveGCN-H,200,2025,LH_90,0.13300000131130219,0.12361881136894226,-0.009381189942359924
EvolveGCN-H,200,2025,LH_295,0.14900000393390656,0.155033677816391,0.006033673882484436
EvolveGCN-H,200,2025,LH_416,0.43380001187324524,0.25064006447792053,-0.1831599473953247
EvolveGCN-H,200,2025,LH_226,0.16300000250339508,0.310356080532074,0.1473560780286789
EvolveGCN-H,200,2025,LH_142,0.11779999732971191,0.28383949398994446,0.16603949666023254
EvolveGCN-H,200,2025,LH_391,0.21060000360012054,0.2733091711997986,0.06270916759967804
EvolveGCN-H,200,2025,LH_457,0.3790000081062317,0.3201684057712555,-0.058831602334976196
EvolveGCN-H,200,2025,LH_300,0.2614000141620636,0.335655152797699,0.07425513863563538
EvolveGCN-H,200,2025,LH_44,0.2962000072002411,0.3360421359539032,0.03984212875366211
EvolveGCN-H,200,2025,LH_188,0.28619998693466187,0.1837928593158722,-0.10240712761878967
EvolveGCN-H,200,2025,LH_282,0.4174000024795532,0.32474517822265625,-0.09265482425689697
EvolveGCN-H,200,2025,LH_69,0.241799995303154,0.3037160038948059,0.061916008591651917
EvolveGCN-H,200,2025,LH_401,0.45980000495910645,0.33350449800491333,-0.12629550695419312
EvolveGCN-H,200,2025,LH_59,0.4781999886035919,0.3308081030845642,-0.1473918855190277
EvolveGCN-H,200,2025,LH_16,0.16580000519752502,0.25835302472114563,0.0925530195236206
EvolveGCN-H,200,2025,LH_310,0.19220000505447388,0.3153223991394043,0.12312239408493042
EvolveGCN-H,200,2025,LH_124,0.39419999718666077,0.2597397267818451,-0.13446027040481567
EvolveGCN-H,200,2025,LH_62,0.23899999260902405,0.25365352630615234,0.014653533697128296
EvolveGCN-H,200,2025,LH_106,0.3077999949455261,0.328444242477417,0.02064424753189087
EvolveGCN-H,200,2025,LH_101,0.2574000060558319,0.26501181721687317,0.00761181116104126
EvolveGCN-H,200,2025,LH_279,0.40939998626708984,0.33526411652565,-0.07413586974143982
EvolveGCN-H,200,2025,LH_56,0.41659998893737793,0.32949569821357727,-0.08710429072380066
EvolveGCN-H,200,2025,LH_304,0.19259999692440033,0.2777523696422577,0.08515237271785736
EvolveGCN-H,200,2025,LH_15,0.1762000024318695,0.2905300259590149,0.11433002352714539
EvolveGCN-H,200,2025,LH_266,0.24779999256134033,0.22552484273910522,-0.022275149822235107
EvolveGCN-H,200,2025,LH_181,0.387800008058548,0.3197776675224304,-0.06802234053611755
EvolveGCN-H,200,2025,LH_235,0.26499998569488525,0.31984493136405945,0.054844945669174194
EvolveGCN-H,200,2025,LH_203,0.4918000102043152,0.306292861700058,-0.1855071485042572
EvolveGCN-H,200,2025,LH_327,0.15060000121593475,0.3083559572696686,0.15775595605373383
EvolveGCN-H,200,2025,LH_400,0.3781999945640564,0.3325703740119934,-0.04562962055206299
EvolveGCN-H,200,2025,LH_402,0.30300000309944153,0.25143516063690186,-0.05156484246253967
EvolveGCN-H,200,2025,LH_116,0.1265999972820282,0.2849655747413635,0.15836557745933533
EvolveGCN-H,200,2025,LH_362,0.45579999685287476,0.3324800431728363,-0.12331995368003845
EvolveGCN-H,200,2025,LH_13,0.26899999380111694,0.23824724555015564,-0.030752748250961304
EvolveGCN-H,200,2025,LH_96,0.35899999737739563,0.331081360578537,-0.027918636798858643
EvolveGCN-H,200,2025,LH_394,0.2078000009059906,0.32976219058036804,0.12196218967437744
EvolveGCN-H,200,2025,LH_99,0.2013999968767166,0.3033691942691803,0.10196919739246368
EvolveGCN-H,200,2025,LH_461,0.4410000145435333,0.28527000546455383,-0.1557300090789795
EvolveGCN-H,200,2025,LH_398,0.13459999859333038,0.22782213985919952,0.09322214126586914
EvolveGCN-H,200,2025,LH_34,0.25380000472068787,0.3061450719833374,0.052345067262649536
EvolveGCN-H,200,2025,LH_261,0.3057999908924103,0.31582242250442505,0.01002243161201477
EvolveGCN-H,200,2025,LH_283,0.45820000767707825,0.2968132197856903,-0.16138678789138794
EvolveGCN-H,200,2025,LH_14,0.3946000039577484,0.32674187421798706,-0.06785812973976135
EvolveGCN-H,200,2025,LH_313,0.1242000013589859,0.2044616937637329,0.08026169240474701
EvolveGCN-H,200,2025,LH_25,0.32260000705718994,0.32762041687965393,0.005020409822463989
EvolveGCN-H,200,2025,LH_210,0.4318000078201294,0.23485861718654633,-0.19694139063358307
EvolveGCN-H,200,2025,LH_483,0.30379998683929443,0.3223482072353363,0.01854822039604187
EvolveGCN-H,200,2025,LH_489,0.2125999927520752,0.3419393301010132,0.129339337348938
EvolveGCN-H,200,2025,LH_108,0.49939998984336853,0.3351333737373352,-0.16426661610603333
EvolveGCN-H,200,2025,LH_392,0.30219998955726624,0.2004135549068451,-0.10178643465042114
EvolveGCN-H,200,2025,LH_60,0.42579999566078186,0.2901729643344879,-0.13562703132629395
EvolveGCN-H,200,2025,LH_22,0.1738000065088272,0.31386834383010864,0.14006833732128143
EvolveGCN-H,200,2025,LH_50,0.2590000033378601,0.32641980051994324,0.06741979718208313
EvolveGCN-H,200,2025,LH_205,0.305400013923645,0.3414275050163269,0.036027491092681885
EvolveGCN-H,200,2025,LH_195,0.4697999954223633,0.33220452070236206,-0.13759547472000122
EvolveGCN-H,200,2025,LH_33,0.47780001163482666,0.3306000828742981,-0.14719992876052856
EvolveGCN-H,200,2025,LH_118,0.1873999983072281,0.2954515814781189,0.10805158317089081
EvolveGCN-H,200,2025,LH_291,0.3118000030517578,0.3323526978492737,0.02055269479751587
EvolveGCN-H,200,2025,LH_192,0.24740000069141388,0.3323417901992798,0.0849417895078659
EvolveGCN-H,200,2025,LH_190,0.31060001254081726,0.32752174139022827,0.01692172884941101
EvolveGCN-H,200,2025,LH_0,0.1462000012397766,0.16626861691474915,0.020068615674972534
EvolveGCN-H,200,2025,LH_270,0.11659999936819077,0.28978434205055237,0.1731843426823616
EvolveGCN-H,200,2025,LH_88,0.48100000619888306,0.23181891441345215,-0.2491810917854309
EvolveGCN-H,200,2025,LH_484,0.22380000352859497,0.33078429102897644,0.10698428750038147
EvolveGCN-H,200,2025,LH_244,0.18979999423027039,0.3238494396209717,0.1340494453907013
EvolveGCN-H,200,2025,LH_428,0.4941999912261963,0.33514249324798584,-0.15905749797821045
EvolveGCN-H,200,2025,LH_330,0.4758000075817108,0.3349657654762268,-0.140834242105484
EvolveGCN-H,200,2025,LH_42,0.11219999939203262,0.28864389657974243,0.1764438971877098
EvolveGCN-H,200,2025,LH_285,0.32100000977516174,0.26003575325012207,-0.06096425652503967
EvolveGCN-H,500,123,LH_222,0.11020000278949738,0.349463552236557,0.23926354944705963
EvolveGCN-H,500,123,LH_262,0.2766000032424927,0.2544609010219574,-0.02213910222053528
EvolveGCN-H,500,123,LH_330,0.4758000075817108,0.36609259247779846,-0.10970741510391235
EvolveGCN-H,500,123,LH_444,0.17579999566078186,0.27955904603004456,0.1037590503692627
EvolveGCN-H,500,123,LH_203,0.4918000102043152,0.2823304533958435,-0.20946955680847168
EvolveGCN-H,500,123,LH_6,0.12020000070333481,0.17526160180568695,0.05506160110235214
EvolveGCN-H,500,123,LH_472,0.3601999878883362,0.37698593735694885,0.01678594946861267
EvolveGCN-H,500,123,LH_414,0.29820001125335693,0.314028263092041,0.015828251838684082
EvolveGCN-H,500,123,LH_289,0.20739999413490295,0.3494502902030945,0.14205029606819153
EvolveGCN-H,500,123,LH_269,0.3529999852180481,0.36054807901382446,0.007548093795776367
EvolveGCN-H,500,123,LH_327,0.15060000121593475,0.31776177883148193,0.16716177761554718
EvolveGCN-H,500,123,LH_311,0.10859999805688858,0.07793377339839935,-0.030666224658489227
EvolveGCN-H,500,123,LH_420,0.4625999927520752,0.3369519114494324,-0.12564808130264282
EvolveGCN-H,500,123,LH_105,0.2754000127315521,0.33814674615859985,0.06274673342704773
EvolveGCN-H,500,123,LH_247,0.19419999420642853,0.317097008228302,0.12289701402187347
EvolveGCN-H,500,123,LH_410,0.40779998898506165,0.3348449468612671,-0.07295504212379456
EvolveGCN-H,500,123,LH_267,0.11940000206232071,0.10673293471336365,-0.012667067348957062
EvolveGCN-H,500,123,LH_175,0.38499999046325684,0.3122297525405884,-0.07277023792266846
EvolveGCN-H,500,123,LH_156,0.16699999570846558,0.1927996575832367,0.025799661874771118
EvolveGCN-H,500,123,LH_496,0.27619999647140503,0.2818912863731384,0.0056912899017333984
EvolveGCN-H,500,123,LH_18,0.4578000009059906,0.2975101172924042,-0.16028988361358643
EvolveGCN-H,500,123,LH_428,0.4941999912261963,0.37691807746887207,-0.11728191375732422
EvolveGCN-H,500,123,LH_240,0.24379999935626984,0.2870463728904724,0.043246373534202576
EvolveGCN-H,500,123,LH_135,0.10700000077486038,0.30101850628852844,0.19401850551366806
EvolveGCN-H,500,123,LH_244,0.18979999423027039,0.3297595679759979,0.13995957374572754
EvolveGCN-H,500,123,LH_293,0.2978000044822693,0.332717627286911,0.034917622804641724
EvolveGCN-H,500,123,LH_220,0.35339999198913574,0.2930590510368347,-0.060340940952301025
EvolveGCN-H,500,123,LH_149,0.10899999737739563,0.28394269943237305,0.17494270205497742
EvolveGCN-H,500,123,LH_10,0.16019999980926514,0.3106135129928589,0.15041351318359375
EvolveGCN-H,500,123,LH_404,0.29019999504089355,0.35073956847190857,0.060539573431015015
EvolveGCN-H,500,123,LH_64,0.17739999294281006,0.32118770480155945,0.1437877118587494
EvolveGCN-H,500,123,LH_72,0.2101999968290329,0.3606642484664917,0.1504642516374588
EvolveGCN-H,500,123,LH_341,0.26339998841285706,0.2967818081378937,0.03338181972503662
EvolveGCN-H,500,123,LH_47,0.4189999997615814,0.2863999903202057,-0.13260000944137573
EvolveGCN-H,500,123,LH_22,0.1738000065088272,0.3555903434753418,0.1817903369665146
EvolveGCN-H,500,123,LH_52,0.4138000011444092,0.3536278009414673,-0.060172200202941895
EvolveGCN-H,500,123,LH_229,0.11500000208616257,0.3346952795982361,0.21969527751207352
EvolveGCN-H,500,123,LH_374,0.3693999946117401,0.3083922266960144,-0.06100776791572571
EvolveGCN-H,500,123,LH_161,0.10419999808073044,0.09348182380199432,-0.010718174278736115
EvolveGCN-H,500,123,LH_3,0.23980000615119934,0.34230995178222656,0.10250994563102722
EvolveGCN-H,500,123,LH_35,0.272599995136261,0.17624431848526,-0.09635567665100098
EvolveGCN-H,500,123,LH_193,0.38420000672340393,0.33406251668930054,-0.050137490034103394
EvolveGCN-H,500,123,LH_305,0.4569999873638153,0.36895254254341125,-0.08804744482040405
EvolveGCN-H,500,123,LH_449,0.41620001196861267,0.3744789659976959,-0.04172104597091675
EvolveGCN-H,500,123,LH_497,0.2770000100135803,0.326465904712677,0.04946589469909668
EvolveGCN-H,500,123,LH_396,0.3578000068664551,0.3119467794895172,-0.045853227376937866
EvolveGCN-H,500,123,LH_223,0.4406000077724457,0.2898395359516144,-0.1507604718208313
EvolveGCN-H,500,123,LH_463,0.3418000042438507,0.27532342076301575,-0.06647658348083496
EvolveGCN-H,500,123,LH_0,0.1462000012397766,0.11371734738349915,-0.032482653856277466
EvolveGCN-H,500,123,LH_83,0.3357999920845032,0.25015056133270264,-0.08564943075180054
EvolveGCN-H,500,123,LH_125,0.41019999980926514,0.2996119260787964,-0.11058807373046875
EvolveGCN-H,500,123,LH_359,0.24500000476837158,0.34792473912239075,0.10292473435401917
EvolveGCN-H,500,123,LH_485,0.19820000231266022,0.2768588960170746,0.07865889370441437
EvolveGCN-H,500,123,LH_486,0.46459999680519104,0.3284410238265991,-0.13615897297859192
EvolveGCN-H,500,123,LH_172,0.3901999890804291,0.2998855710029602,-0.09031441807746887
EvolveGCN-H,500,123,LH_69,0.241799995303154,0.3262656629085541,0.08446566760540009
EvolveGCN-H,500,123,LH_81,0.32339999079704285,0.3340267837047577,0.010626792907714844
EvolveGCN-H,500,123,LH_499,0.23819999396800995,0.2813725769519806,0.04317258298397064
EvolveGCN-H,500,123,LH_436,0.4729999899864197,0.3335978090763092,-0.13940218091011047
EvolveGCN-H,500,123,LH_174,0.4302000105381012,0.2768256664276123,-0.1533743441104889
EvolveGCN-H,500,123,LH_170,0.35580000281333923,0.29661983251571655,-0.05918017029762268
EvolveGCN-H,500,123,LH_287,0.43059998750686646,0.27253860235214233,-0.15806138515472412
EvolveGCN-H,500,123,LH_274,0.2750000059604645,0.28784459829330444,0.012844592332839966
EvolveGCN-H,500,123,LH_194,0.41499999165534973,0.3597247004508972,-0.055275291204452515
EvolveGCN-H,500,123,LH_19,0.3061999976634979,0.3115212619304657,0.0053212642669677734
EvolveGCN-H,500,123,LH_447,0.22059999406337738,0.2772963345050812,0.056696340441703796
EvolveGCN-H,500,123,LH_461,0.4410000145435333,0.28866708278656006,-0.15233293175697327
EvolveGCN-H,500,123,LH_429,0.34540000557899475,0.35248303413391113,0.007083028554916382
EvolveGCN-H,500,123,LH_55,0.19020000100135803,0.3165515065193176,0.1263515055179596
EvolveGCN-H,500,123,LH_136,0.20340000092983246,0.27229923009872437,0.0688992291688919
EvolveGCN-H,500,123,LH_208,0.2937999963760376,0.3540441393852234,0.06024414300918579
EvolveGCN-H,500,123,LH_393,0.2502000033855438,0.3560103178024292,0.10581031441688538
EvolveGCN-H,500,123,LH_44,0.2962000072002411,0.3711232542991638,0.07492324709892273
EvolveGCN-H,500,123,LH_137,0.3709999918937683,0.3675953149795532,-0.003404676914215088
EvolveGCN-H,500,123,LH_26,0.17980000376701355,0.33045050501823425,0.1506505012512207
Static GCN,100,123,LH_222,0.11020000278949738,0.2981101870536804,0.18791018426418304
Static GCN,100,123,LH_262,0.2766000032424927,0.29562216997146606,0.01902216672897339
Static GCN,100,123,LH_330,0.4758000075817108,0.2977014183998108,-0.17809858918190002
Static GCN,100,123,LH_444,0.17579999566078186,0.29562216997146606,0.1198221743106842
Static GCN,100,123,LH_203,0.4918000102043152,0.2957457900047302,-0.19605422019958496
Static GCN,100,123,LH_6,0.12020000070333481,0.2974347472190857,0.17723474651575089
Static GCN,100,123,LH_472,0.3601999878883362,0.29562216997146606,-0.06457781791687012
Static GCN,100,123,LH_414,0.29820001125335693,0.29562216997146606,-0.002577841281890869
Static GCN,100,123,LH_289,0.20739999413490295,0.29562216997146606,0.08822217583656311
Static GCN,100,123,LH_269,0.3529999852180481,0.29562216997146606,-0.05737781524658203
Static GCN,100,123,LH_327,0.15060000121593475,0.29562216997146606,0.1450221687555313
Static GCN,100,123,LH_311,0.10859999805688858,0.2961229681968689,0.18752297013998032
Static GCN,100,123,LH_420,0.4625999927520752,0.29562216997146606,-0.16697782278060913
Static GCN,100,123,LH_105,0.2754000127315521,0.29562216997146606,0.02022215723991394
Static GCN,100,123,LH_247,0.19419999420642853,0.29373860359191895,0.09953860938549042
Static GCN,100,123,LH_410,0.40779998898506165,0.29562216997146606,-0.11217781901359558
Static GCN,100,123,LH_267,0.11940000206232071,0.29562216997146606,0.17622216790914536
Static GCN,100,123,LH_175,0.38499999046325684,0.296411395072937,-0.08858859539031982
Static GCN,100,123,LH_156,0.16699999570846558,0.2944868803024292,0.12748688459396362
Static GCN,100,123,LH_496,0.27619999647140503,0.29438865184783936,0.018188655376434326
Static GCN,100,123,LH_18,0.4578000009059906,0.2937406599521637,-0.1640593409538269
Static GCN,100,123,LH_428,0.4941999912261963,0.295750230550766,-0.1984497606754303
Static GCN,100,123,LH_240,0.24379999935626984,0.29562216997146606,0.05182217061519623
Static GCN,100,123,LH_135,0.10700000077486038,0.29444044828414917,0.1874404475092888
Static GCN,100,123,LH_244,0.18979999423027039,0.2940746545791626,0.10427466034889221
Static GCN,100,123,LH_293,0.2978000044822693,0.2939274311065674,-0.0038725733757019043
Static GCN,100,123,LH_220,0.35339999198913574,0.29562216997146606,-0.05777782201766968
Static GCN,100,123,LH_149,0.10899999737739563,0.29562216997146606,0.18662217259407043
Static GCN,100,123,LH_10,0.16019999980926514,0.2948167622089386,0.13461676239967346
Static GCN,100,123,LH_404,0.29019999504089355,0.29562216997146606,0.00542217493057251
Static GCN,100,123,LH_64,0.17739999294281006,0.29562216997146606,0.118222177028656
Static GCN,100,123,LH_72,0.2101999968290329,0.29838770627975464,0.08818770945072174
Static GCN,100,123,LH_341,0.26339998841285706,0.29562216997146606,0.03222218155860901
Static GCN,100,123,LH_47,0.4189999997615814,0.2947625517845154,-0.12423744797706604
Static GCN,100,123,LH_22,0.1738000065088272,0.29648512601852417,0.12268511950969696
Static GCN,100,123,LH_52,0.4138000011444092,0.29562216997146606,-0.11817783117294312
Static GCN,100,123,LH_229,0.11500000208616257,0.29562216997146606,0.1806221678853035
Static GCN,100,123,LH_374,0.3693999946117401,0.29711785912513733,-0.07228213548660278
Static GCN,100,123,LH_161,0.10419999808073044,0.29562216997146606,0.19142217189073563
Static GCN,100,123,LH_3,0.23980000615119934,0.2957296073436737,0.055929601192474365
Static GCN,100,123,LH_35,0.272599995136261,0.29562216997146606,0.023022174835205078
Static GCN,100,123,LH_193,0.38420000672340393,0.29562216997146606,-0.08857783675193787
Static GCN,100,123,LH_305,0.4569999873638153,0.29562216997146606,-0.16137781739234924
Static GCN,100,123,LH_449,0.41620001196861267,0.29562216997146606,-0.1205778419971466
Static GCN,100,123,LH_497,0.2770000100135803,0.2962731122970581,0.019273102283477783
Static GCN,100,123,LH_396,0.3578000068664551,0.29562216997146606,-0.062177836894989014
Static GCN,100,123,LH_223,0.4406000077724457,0.29562216997146606,-0.14497783780097961
Static GCN,100,123,LH_463,0.3418000042438507,0.2938382625579834,-0.04796174168586731
Static GCN,100,123,LH_0,0.1462000012397766,0.2966107428073883,0.1504107415676117
Static GCN,100,123,LH_83,0.3357999920845032,0.29562216997146606,-0.04017782211303711
Static GCN,100,123,LH_125,0.41019999980926514,0.29562216997146606,-0.11457782983779907
Static GCN,100,123,LH_359,0.24500000476837158,0.29562216997146606,0.05062216520309448
Static GCN,100,123,LH_485,0.19820000231266022,0.29562216997146606,0.09742216765880585
Static GCN,100,123,LH_486,0.46459999680519104,0.2937881350517273,-0.17081186175346375
Static GCN,100,123,LH_172,0.3901999890804291,0.29598432779312134,-0.09421566128730774
Static GCN,100,123,LH_69,0.241799995303154,0.2968844473361969,0.05508445203304291
Static GCN,100,123,LH_81,0.32339999079704285,0.29684513807296753,-0.026554852724075317
Static GCN,100,123,LH_499,0.23819999396800995,0.29758310317993164,0.05938310921192169
Static GCN,100,123,LH_436,0.4729999899864197,0.29562216997146606,-0.1773778200149536
Static GCN,100,123,LH_174,0.4302000105381012,0.2973881959915161,-0.13281181454658508
Static GCN,100,123,LH_170,0.35580000281333923,0.29562216997146606,-0.06017783284187317
Static GCN,100,123,LH_287,0.43059998750686646,0.29395657777786255,-0.1366434097290039
Static GCN,100,123,LH_274,0.2750000059604645,0.29562216997146606,0.020622164011001587
Static GCN,100,123,LH_194,0.41499999165534973,0.30215609073638916,-0.11284390091896057
Static GCN,100,123,LH_19,0.3061999976634979,0.2945943772792816,-0.011605620384216309
Static GCN,100,123,LH_447,0.22059999406337738,0.29626139998435974,0.07566140592098236
Static GCN,100,123,LH_461,0.4410000145435333,0.2942694127559662,-0.14673060178756714
Static GCN,100,123,LH_429,0.34540000557899475,0.29435044527053833,-0.05104956030845642
Static GCN,100,123,LH_55,0.19020000100135803,0.29796668887138367,0.10776668787002563
Static GCN,100,123,LH_136,0.20340000092983246,0.29429876804351807,0.09089876711368561
Static GCN,100,123,LH_208,0.2937999963760376,0.2937861382961273,-1.385807991027832e-05
Static GCN,100,123,LH_393,0.2502000033855438,0.2941943407058716,0.04399433732032776
Static GCN,100,123,LH_44,0.2962000072002411,0.2970699667930603,0.0008699595928192139
Static GCN,100,123,LH_137,0.3709999918937683,0.2963823080062866,-0.07461768388748169
Static GCN,100,123,LH_26,0.17980000376701355,0.29670923948287964,0.11690923571586609
Static GCN,200,123,LH_222,0.11020000278949738,0.32397258281707764,0.21377258002758026
Static GCN,200,123,LH_262,0.2766000032424927,0.29618924856185913,0.019589245319366455
Static GCN,200,123,LH_330,0.4758000075817108,0.3070138394832611,-0.1687861680984497
Static GCN,200,123,LH_444,0.17579999566078186,0.29618924856185913,0.12038925290107727
Static GCN,200,123,LH_203,0.4918000102043152,0.3118307590484619,-0.17996925115585327
Static GCN,200,123,LH_6,0.12020000070333481,0.32027456164360046,0.20007456094026566
