model,normalization,seed,target,prediction,residual,plotted_y,test_mae,test_rmse,test_r2,test_pearson
EvolveGCN-H,none,2025,0.23899999260902405,0.2417668253183365,0.002766832709312439,0.002766832709312439,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.3077999949455261,0.3564469516277313,0.0486469566822052,0.0486469566822052,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.2574000060558319,0.3148084878921509,0.05740848183631897,0.05740848183631897,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.40939998626708984,0.33132997155189514,-0.0780700147151947,-0.0780700147151947,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.41659998893737793,0.26958370208740234,-0.14701628684997559,-0.14701628684997559,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.19259999692440033,0.2314658910036087,0.038865894079208374,0.038865894079208374,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.1762000024318695,0.19629287719726562,0.020092874765396118,0.020092874765396118,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.24779999256134033,0.2658292055130005,0.018029212951660156,0.018029212951660156,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.387800008058548,0.5459194779396057,0.15811946988105774,0.15811946988105774,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.26499998569488525,0.33455416560173035,0.06955417990684509,0.06955417990684509,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.4918000102043152,0.4539792537689209,-0.03782075643539429,-0.03782075643539429,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.15060000121593475,0.16282394528388977,0.012223944067955017,0.012223944067955017,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.3781999945640564,0.555809736251831,0.17760974168777466,0.17760974168777466,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.30300000309944153,0.23707450926303864,-0.0659254938364029,-0.0659254938364029,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.1265999972820282,0.22104215621948242,0.09444215893745422,0.09444215893745422,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.45579999685287476,0.5385545492172241,0.08275455236434937,0.08275455236434937,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.26899999380111694,0.26649361848831177,-0.0025063753128051758,-0.0025063753128051758,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.35899999737739563,0.3831143379211426,0.024114340543746948,0.024114340543746948,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.2078000009059906,0.2314658910036087,0.023665890097618103,0.023665890097618103,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.2013999968767166,0.25165849924087524,0.05025850236415863,0.05025850236415863,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.4410000145435333,0.38956230878829956,-0.051437705755233765,-0.051437705755233765,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.13459999859333038,0.20860110223293304,0.07400110363960266,0.07400110363960266,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.25380000472068787,0.29146328568458557,0.037663280963897705,0.037663280963897705,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.3057999908924103,0.3696467876434326,0.06384679675102234,0.06384679675102234,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.45820000767707825,0.360721230506897,-0.09747877717018127,-0.09747877717018127,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.3946000039577484,0.3740110397338867,-0.020588964223861694,-0.020588964223861694,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.1242000013589859,0.1633903831243515,0.0391903817653656,0.0391903817653656,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.32260000705718994,0.3605034053325653,0.037903398275375366,0.037903398275375366,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.4318000078201294,0.42223089933395386,-0.009569108486175537,-0.009569108486175537,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.30379998683929443,0.31222760677337646,0.008427619934082031,0.008427619934082031,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.2125999927520752,0.3152990937232971,0.10269910097122192,0.10269910097122192,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.49939998984336853,0.3918815851211548,-0.10751840472221375,-0.10751840472221375,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.30219998955726624,0.22748631238937378,-0.07471367716789246,-0.07471367716789246,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.42579999566078186,0.2844286859035492,-0.14137130975723267,-0.14137130975723267,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.1738000065088272,0.20875975489616394,0.03495974838733673,0.03495974838733673,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.2590000033378601,0.336919903755188,0.07791990041732788,0.07791990041732788,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.305400013923645,0.273943156003952,-0.03145685791969299,-0.03145685791969299,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.4697999954223633,0.3968700170516968,-0.0729299783706665,-0.0729299783706665,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.47780001163482666,0.5049120187759399,0.02711200714111328,0.02711200714111328,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.1873999983072281,0.19607117772102356,0.008671179413795471,0.008671179413795471,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.3118000030517578,0.35814332962036133,0.046343326568603516,0.046343326568603516,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.24740000069141388,0.3676643967628479,0.12026439607143402,0.12026439607143402,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.31060001254081726,0.418028324842453,0.10742831230163574,0.10742831230163574,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.1462000012397766,0.15052005648612976,0.004320055246353149,0.004320055246353149,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.11659999936819077,0.16782552003860474,0.05122552067041397,0.05122552067041397,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.48100000619888306,0.4908028244972229,0.009802818298339844,0.009802818298339844,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.22380000352859497,0.2803049683570862,0.05650496482849121,0.05650496482849121,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.18979999423027039,0.19763557612895966,0.00783558189868927,0.00783558189868927,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.4941999912261963,0.41104644536972046,-0.08315354585647583,-0.08315354585647583,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.4758000075817108,0.5398112535476685,0.06401124596595764,0.06401124596595764,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.11219999939203262,0.13814392685890198,0.025943927466869354,0.025943927466869354,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
EvolveGCN-H,none,2025,0.32100000977516174,0.33758074045181274,0.016580730676651,0.016580730676651,0.06244542827208837,0.07687516919324365,0.5836670755935719,0.7855033519420392
Static GCN,none,777,0.40860000252723694,0.5040653347969055,0.09546533226966858,0.09546533226966858,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.4374000132083893,0.4377126693725586,0.0003126561641693115,0.0003126561641693115,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.11739999800920486,0.19761425256729126,0.0802142545580864,0.0802142545580864,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.2345999926328659,0.1938847005367279,-0.040715292096138,-0.040715292096138,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.10300000011920929,0.18948478996753693,0.08648478984832764,0.08648478984832764,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.30379998683929443,0.2424682229757309,-0.06133176386356354,-0.06133176386356354,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.4765999913215637,0.43792885541915894,-0.038671135902404785,-0.038671135902404785,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.4002000093460083,0.3993792235851288,-0.0008207857608795166,-0.0008207857608795166,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.3458000123500824,0.3144266605377197,-0.03137335181236267,-0.03137335181236267,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.3578000068664551,0.35665857791900635,-0.0011414289474487305,-0.0011414289474487305,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.3725999891757965,0.40020668506622314,0.027606695890426636,0.027606695890426636,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.2401999980211258,0.2221299558877945,-0.0180700421333313,-0.0180700421333313,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.3102000057697296,0.4029838442802429,0.0927838385105133,0.0927838385105133,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.40939998626708984,0.32530778646469116,-0.08409219980239868,-0.08409219980239868,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.4713999927043915,0.3992237448692322,-0.0721762478351593,-0.0721762478351593,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.3529999852180481,0.3231765627861023,-0.0298234224319458,-0.0298234224319458,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.21140000224113464,0.23496653139591217,0.023566529154777527,0.023566529154777527,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.13779999315738678,0.17181526124477386,0.034015268087387085,0.034015268087387085,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.1754000037908554,0.19985473155975342,0.02445472776889801,0.02445472776889801,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.22139999270439148,0.22099089622497559,-0.00040909647941589355,-0.00040909647941589355,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.2802000045776367,0.19418127834796906,-0.08601872622966766,-0.08601872622966766,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.28540000319480896,0.34696006774902344,0.06156006455421448,0.06156006455421448,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.2614000141620636,0.3019881844520569,0.040588170289993286,0.040588170289993286,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.26660001277923584,0.37294256687164307,0.10634255409240723,0.10634255409240723,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.4625999927520752,0.41978561878204346,-0.04281437397003174,-0.04281437397003174,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.44620001316070557,0.3656776547431946,-0.08052235841751099,-0.08052235841751099,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.43380001187324524,0.3701182007789612,-0.06368181109428406,-0.06368181109428406,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.17739999294281006,0.17565809190273285,-0.0017419010400772095,-0.0017419010400772095,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.4381999969482422,0.45578569173812866,0.017585694789886475,0.017585694789886475,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.28780001401901245,0.2402222752571106,-0.047577738761901855,-0.047577738761901855,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.4185999929904938,0.41770803928375244,-0.000891953706741333,-0.000891953706741333,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.3149999976158142,0.3264501094818115,0.011450111865997314,0.011450111865997314,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.26339998841285706,0.3564838767051697,0.09308388829231262,0.09308388829231262,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.10499999672174454,0.13890007138252258,0.033900074660778046,0.033900074660778046,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.3846000134944916,0.4412696361541748,0.05666962265968323,0.05666962265968323,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.20340000092983246,0.2754887044429779,0.07208870351314545,0.07208870351314545,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.2797999978065491,0.31198960542678833,0.03218960762023926,0.03218960762023926,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.21459999680519104,0.26813000440597534,0.0535300076007843,0.0535300076007843,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.43779999017715454,0.40269601345062256,-0.03510397672653198,-0.03510397672653198,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.14900000393390656,0.10980769991874695,-0.03919230401515961,-0.03919230401515961,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.20499999821186066,0.18160878121852875,-0.02339121699333191,-0.02339121699333191,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.4941999912261963,0.4147607088088989,-0.07943928241729736,-0.07943928241729736,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.1462000012397766,0.12880611419677734,-0.017393887042999268,-0.017393887042999268,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.46459999680519104,0.3584546446800232,-0.10614535212516785,-0.10614535212516785,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.11819999665021896,0.18135273456573486,0.0631527379155159,0.0631527379155159,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.41339999437332153,0.3813399076461792,-0.032060086727142334,-0.032060086727142334,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.16859999299049377,0.26455244421958923,0.09595245122909546,0.09595245122909546,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.35580000281333923,0.28884297609329224,-0.066957026720047,-0.066957026720047,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.11580000072717667,0.15153950452804565,0.03573950380086899,0.03573950380086899,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.31779998540878296,0.31384217739105225,-0.003957808017730713,-0.003957808017730713,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.40059998631477356,0.397976279258728,-0.0026237070560455322,-0.0026237070560455322,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.19140000641345978,0.2191384881734848,0.027738481760025024,0.027738481760025024,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.28700000047683716,0.20534004271030426,-0.0816599577665329,-0.0816599577665329,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.17499999701976776,0.21741747856140137,0.042417481541633606,0.042417481541633606,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.2773999869823456,0.19788141548633575,-0.07951857149600983,-0.07951857149600983,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.35019999742507935,0.3470331132411957,-0.003166884183883667,-0.003166884183883667,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.375,0.30462080240249634,-0.07037919759750366,-0.07037919759750366,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.4334000051021576,0.376004695892334,-0.05739530920982361,-0.05739530920982361,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.34139999747276306,0.3393213152885437,-0.0020786821842193604,-0.0020786821842193604,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.4997999966144562,0.3602459132671356,-0.13955408334732056,-0.13955408334732056,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.10939999669790268,0.13075028359889984,0.021350286900997162,0.021350286900997162,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.23019999265670776,0.21058803796768188,-0.01961195468902588,-0.01961195468902588,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.2770000100135803,0.3053038716316223,0.028303861618041992,0.028303861618041992,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.3601999878883362,0.3069189786911011,-0.05328100919723511,-0.05328100919723511,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.13979999721050262,0.1298385113477707,-0.009961485862731934,-0.009961485862731934,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.17020000517368317,0.18380679190158844,0.013606786727905273,0.013606786727905273,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.34700000286102295,0.3945208489894867,0.047520846128463745,0.047520846128463745,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.3901999890804291,0.3684208393096924,-0.021779149770736694,-0.021779149770736694,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.4745999872684479,0.4330422282218933,-0.041557759046554565,-0.041557759046554565,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.39739999175071716,0.34909242391586304,-0.048307567834854126,-0.048307567834854126,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.2558000087738037,0.1920643448829651,-0.06373566389083862,-0.06373566389083862,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.28619998693466187,0.24585562944412231,-0.04034435749053955,-0.04034435749053955,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.2637999951839447,0.30928835272789,0.04548835754394531,0.04548835754394531,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.4262000024318695,0.4039630591869354,-0.022236943244934082,-0.022236943244934082,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
Static GCN,none,777,0.2930000126361847,0.28272557258605957,-0.010274440050125122,-0.010274440050125122,0.04450859576463699,0.054390205917373355,0.7655081747476296,0.8764151165374884
EvolveGCN-H,minmax,999,0.16820000112056732,0.31519392132759094,0.14699392020702362,0.14699392020702362,0.08726186027129491,0.10331230581297307,0.08260813650758625,0.34676926776547745
EvolveGCN-H,minmax,999,0.3725999891757965,0.29594093561172485,-0.07665905356407166,-0.07665905356407166,0.08726186027129491,0.10331230581297307,0.08260813650758625,0.34676926776547745
EvolveGCN-H,minmax,999,0.25780001282691956,0.31256720423698425,0.0547671914100647,0.0547671914100647,0.08726186027129491,0.10331230581297307,0.08260813650758625,0.34676926776547745
EvolveGCN-H,minmax,999,0.31540000438690186,0.2688138484954834,-0.04658615589141846,-0.04658615589141846,0.08726186027129491,0.10331230581297307,0.08260813650758625,0.34676926776547745
EvolveGCN-H,minmax,999,0.1873999983072281,0.29489487409591675,0.10749487578868866,0.10749487578868866,0.08726186027129491,0.10331230581297307,0.08260813650758625,0.34676926776547745
EvolveGCN-H,minmax,999,0.4957999885082245,0.3154231905937195,-0.180376797914505,-0.180376797914505,0.08726186027129491,0.10331230581297307,0.08260813650758625,0.34676926776547745
EvolveGCN-H,minmax,999,0.3109999895095825,0.29894351959228516,-0.012056469917297363,-0.012056469917297363,0.08726186027129491,0.10331230581297307,0.08260813650758625,0.34676926776547745
EvolveGCN-H,minmax,999,0.3874000012874603,0.3150729835033417,-0.07232701778411865,-0.07232701778411865,0.08726186027129491,0.10331230581297307,0.08260813650758625,0.34676926776547745
EvolveGCN-H,minmax,999,0.39419999718666077,0.24567988514900208,-0.1485201120376587,-0.1485201120376587,0.08726186027129491,0.10331230581297307,0.08260813650758625,0.34676926776547745
EvolveGCN-H,minmax,999,0.2669999897480011,0.31279101967811584,0.045791029930114746,0.045791029930114746,0.08726186027129491,0.10331230581297307,0.08260813650758625,0.34676926776547745
EvolveGCN-H,minmax,999,0.3889999985694885,0.31031596660614014,-0.07868403196334839,-0.07868403196334839,0.08726186027129491,0.10331230581297307,0.08260813650758625,0.34676926776547745
EvolveGCN-H,minmax,999,0.34380000829696655,0.2945716381072998,-0.04922837018966675,-0.04922837018966675,0.08726186027129491,0.10331230581297307,0.08260813650758625,0.34676926776547745
