model,normalization,representative_seed,universe_id,target,prediction,residual,plotted_y
EvolveGCN-H,minmax,999,LH_455,0.16820000112056732,0.31519392132759094,0.14699392020702362,0.31519392132759094
EvolveGCN-H,minmax,999,LH_140,0.3725999891757965,0.29594093561172485,-0.07665905356407166,0.29594093561172485
EvolveGCN-H,minmax,999,LH_407,0.25780001282691956,0.31256720423698425,0.0547671914100647,0.31256720423698425
EvolveGCN-H,minmax,999,LH_206,0.31540000438690186,0.2688138484954834,-0.04658615589141846,0.2688138484954834
EvolveGCN-H,minmax,999,LH_118,0.1873999983072281,0.29489487409591675,0.10749487578868866,0.29489487409591675
EvolveGCN-H,minmax,999,LH_439,0.4957999885082245,0.3154231905937195,-0.180376797914505,0.3154231905937195
EvolveGCN-H,minmax,999,LH_369,0.3109999895095825,0.29894351959228516,-0.012056469917297363,0.29894351959228516
EvolveGCN-H,minmax,999,LH_57,0.3874000012874603,0.3150729835033417,-0.07232701778411865,0.3150729835033417
EvolveGCN-H,minmax,999,LH_124,0.39419999718666077,0.24567988514900208,-0.1485201120376587,0.24567988514900208
EvolveGCN-H,minmax,999,LH_28,0.2669999897480011,0.31279101967811584,0.045791029930114746,0.31279101967811584
EvolveGCN-H,minmax,999,LH_383,0.3889999985694885,0.31031596660614014,-0.07868403196334839,0.31031596660614014
EvolveGCN-H,minmax,999,LH_7,0.34380000829696655,0.2945716381072998,-0.04922837018966675,0.2945716381072998
EvolveGCN-H,minmax,999,LH_452,0.22339999675750732,0.346089631319046,0.1226896345615387,0.346089631319046
EvolveGCN-H,minmax,999,LH_255,0.3158000111579895,0.33889782428741455,0.02309781312942505,0.33889782428741455
EvolveGCN-H,minmax,999,LH_334,0.1597999930381775,0.3174396753311157,0.15763968229293823,0.3174396753311157
EvolveGCN-H,minmax,999,LH_338,0.2401999980211258,0.19247493147850037,-0.04772506654262543,0.19247493147850037
EvolveGCN-H,minmax,999,LH_66,0.3041999936103821,0.22151999175548553,-0.08268000185489655,0.22151999175548553
EvolveGCN-H,minmax,999,LH_188,0.28619998693466187,0.22219054400920868,-0.06400944292545319,0.22219054400920868
EvolveGCN-H,minmax,999,LH_381,0.4390000104904175,0.334889680147171,-0.10411033034324646,0.334889680147171
EvolveGCN-H,minmax,999,LH_356,0.15299999713897705,0.15911929309368134,0.006119295954704285,0.15911929309368134
EvolveGCN-H,minmax,999,LH_238,0.33180001378059387,0.31211939454078674,-0.01968061923980713,0.31211939454078674
EvolveGCN-H,minmax,999,LH_304,0.19259999692440033,0.2360564023256302,0.04345640540122986,0.2360564023256302
EvolveGCN-H,minmax,999,LH_282,0.4174000024795532,0.3160443603992462,-0.101355642080307,0.3160443603992462
EvolveGCN-H,minmax,999,LH_44,0.2962000072002411,0.33096039295196533,0.03476038575172424,0.33096039295196533
EvolveGCN-H,minmax,999,LH_84,0.15139999985694885,0.30626368522644043,0.15486368536949158,0.30626368522644043
EvolveGCN-H,minmax,999,LH_169,0.44020000100135803,0.2991461753845215,-0.14105382561683655,0.2991461753845215
EvolveGCN-H,minmax,999,LH_345,0.3393999934196472,0.2920728623867035,-0.047327131032943726,0.2920728623867035
EvolveGCN-H,minmax,999,LH_445,0.3149999976158142,0.31201496720314026,-0.00298503041267395,0.31201496720314026
EvolveGCN-H,minmax,999,LH_95,0.17059999704360962,0.17227184772491455,0.0016718506813049316,0.17227184772491455
EvolveGCN-H,minmax,999,LH_106,0.3077999949455261,0.3106728196144104,0.0028728246688842773,0.3106728196144104
EvolveGCN-H,minmax,999,LH_256,0.4381999969482422,0.2736820578575134,-0.16451793909072876,0.2736820578575134
EvolveGCN-H,minmax,999,LH_447,0.22059999406337738,0.24137479066848755,0.02077479660511017,0.24137479066848755
EvolveGCN-H,minmax,999,LH_328,0.2529999911785126,0.300445556640625,0.04744556546211243,0.300445556640625
EvolveGCN-H,minmax,999,LH_102,0.14980000257492065,0.14154484868049622,-0.008255153894424438,0.14154484868049622
EvolveGCN-H,minmax,999,LH_12,0.2913999855518341,0.2060641497373581,-0.08533583581447601,0.2060641497373581
EvolveGCN-H,minmax,999,LH_138,0.39739999175071716,0.2746981680393219,-0.12270182371139526,0.2746981680393219
EvolveGCN-H,minmax,999,LH_38,0.4618000090122223,0.31970131397247314,-0.14209869503974915,0.31970131397247314
EvolveGCN-H,minmax,999,LH_205,0.305400013923645,0.34093526005744934,0.03553524613380432,0.34093526005744934
EvolveGCN-H,minmax,999,LH_323,0.45660001039505005,0.3173581659793854,-0.13924184441566467,0.3173581659793854
EvolveGCN-H,minmax,999,LH_426,0.3346000015735626,0.2934863865375519,-0.04111361503601074,0.2934863865375519
EvolveGCN-H,minmax,999,LH_116,0.1265999972820282,0.2330661416053772,0.106466144323349,0.2330661416053772
EvolveGCN-H,minmax,999,LH_401,0.45980000495910645,0.3302426338195801,-0.12955737113952637,0.3302426338195801
EvolveGCN-H,minmax,999,LH_450,0.3837999999523163,0.3037368059158325,-0.08006319403648376,0.3037368059158325
EvolveGCN-H,minmax,999,LH_203,0.4918000102043152,0.31982892751693726,-0.17197108268737793,0.31982892751693726
EvolveGCN-H,minmax,999,LH_129,0.43299999833106995,0.31070420145988464,-0.1222957968711853,0.31070420145988464
EvolveGCN-H,minmax,999,LH_399,0.227400004863739,0.3563241958618164,0.1289241909980774,0.3563241958618164
EvolveGCN-H,minmax,999,LH_359,0.24500000476837158,0.33584755659103394,0.09084755182266235,0.33584755659103394
EvolveGCN-H,minmax,999,LH_27,0.38179999589920044,0.2960611581802368,-0.08573883771896362,0.2960611581802368
EvolveGCN-H,minmax,999,LH_292,0.4925999939441681,0.31863248348236084,-0.17396751046180725,0.31863248348236084
EvolveGCN-H,minmax,999,LH_135,0.10700000077486038,0.2939440608024597,0.18694406002759933,0.2939440608024597
EvolveGCN-H,minmax,999,LH_76,0.3977999985218048,0.3453054428100586,-0.052494555711746216,0.3453054428100586
EvolveGCN-H,minmax,999,LH_96,0.35899999737739563,0.3418216109275818,-0.017178386449813843,0.3418216109275818
EvolveGCN-H,minmax,999,LH_428,0.4941999912261963,0.3336172103881836,-0.1605827808380127,0.3336172103881836
EvolveGCN-H,minmax,999,LH_330,0.4758000075817108,0.33508557081222534,-0.14071443676948547,0.33508557081222534
EvolveGCN-H,minmax,999,LH_49,0.22779999673366547,0.3437733054161072,0.11597330868244171,0.3437733054161072
EvolveGCN-H,minmax,999,LH_419,0.2994000017642975,0.2926297187805176,-0.006770282983779907,0.2926297187805176
EvolveGCN-H,minmax,999,LH_432,0.46700000762939453,0.3255923092365265,-0.14140769839286804,0.3255923092365265
EvolveGCN-H,minmax,999,LH_484,0.22380000352859497,0.2802045941352844,0.05640459060668945,0.2802045941352844
EvolveGCN-H,minmax,999,LH_406,0.2526000142097473,0.3261500597000122,0.07355004549026489,0.3261500597000122
EvolveGCN-H,minmax,999,LH_329,0.20499999821186066,0.2728577256202698,0.06785772740840912,0.2728577256202698
EvolveGCN-H,minmax,999,LH_162,0.47380000352859497,0.24134881794452667,-0.2324511855840683,0.24134881794452667
EvolveGCN-H,minmax,999,LH_331,0.45899999141693115,0.311422199010849,-0.14757779240608215,0.311422199010849
EvolveGCN-H,minmax,999,LH_408,0.358599990606308,0.30557331442832947,-0.053026676177978516,0.30557331442832947
EvolveGCN-H,minmax,999,LH_449,0.41620001196861267,0.3163806200027466,-0.09981939196586609,0.3163806200027466
EvolveGCN-H,minmax,999,LH_67,0.14740000665187836,0.322759211063385,0.17535920441150665,0.322759211063385
EvolveGCN-H,minmax,999,LH_247,0.19419999420642853,0.2791164517402649,0.08491645753383636,0.2791164517402649
EvolveGCN-H,minmax,999,LH_251,0.41179999709129333,0.28464317321777344,-0.1271568238735199,0.28464317321777344
EvolveGCN-H,minmax,999,LH_273,0.18299999833106995,0.3147614896297455,0.13176149129867554,0.3147614896297455
EvolveGCN-H,minmax,999,LH_293,0.2978000044822693,0.3039661943912506,0.006166189908981323,0.3039661943912506
EvolveGCN-H,minmax,999,LH_290,0.37139999866485596,0.3234354853630066,-0.047964513301849365,0.3234354853630066
EvolveGCN-H,minmax,999,LH_446,0.17180000245571136,0.2689554989337921,0.09715549647808075,0.2689554989337921
EvolveGCN-H,minmax,999,LH_458,0.23340000212192535,0.30828431248664856,0.0748843103647232,0.30828431248664856
EvolveGCN-H,minmax,999,LH_40,0.27379998564720154,0.2756003141403198,0.0018003284931182861,0.2756003141403198
EvolveGCN-H,minmax,999,LH_347,0.1889999955892563,0.31099700927734375,0.12199701368808746,0.31099700927734375
EvolveGCN-H,minmax,999,LH_400,0.3781999945640564,0.32991111278533936,-0.04828888177871704,0.32991111278533936
EvolveGCN-H,zscore,123,LH_222,0.11020000278949738,0.2543664276599884,0.14416642487049103,0.2543664276599884
EvolveGCN-H,zscore,123,LH_262,0.2766000032424927,0.23721875250339508,-0.039381250739097595,0.23721875250339508
EvolveGCN-H,zscore,123,LH_330,0.4758000075817108,0.3373924791812897,-0.13840752840042114,0.3373924791812897
EvolveGCN-H,zscore,123,LH_444,0.17579999566078186,0.28903448581695557,0.1132344901561737,0.28903448581695557
EvolveGCN-H,zscore,123,LH_203,0.4918000102043152,0.3155689835548401,-0.1762310266494751,0.3155689835548401
EvolveGCN-H,zscore,123,LH_6,0.12020000070333481,0.30953988432884216,0.18933988362550735,0.30953988432884216
EvolveGCN-H,zscore,123,LH_472,0.3601999878883362,0.33603325486183167,-0.024166733026504517,0.33603325486183167
EvolveGCN-H,zscore,123,LH_414,0.29820001125335693,0.27253925800323486,-0.02566075325012207,0.27253925800323486
EvolveGCN-H,zscore,123,LH_289,0.20739999413490295,0.30383390188217163,0.09643390774726868,0.30383390188217163
EvolveGCN-H,zscore,123,LH_269,0.3529999852180481,0.2806153893470764,-0.07238459587097168,0.2806153893470764
EvolveGCN-H,zscore,123,LH_327,0.15060000121593475,0.2831207513809204,0.13252075016498566,0.2831207513809204
EvolveGCN-H,zscore,123,LH_311,0.10859999805688858,0.2857644557952881,0.1771644577383995,0.2857644557952881
EvolveGCN-H,zscore,123,LH_420,0.4625999927520752,0.31216874718666077,-0.15043124556541443,0.31216874718666077
EvolveGCN-H,zscore,123,LH_105,0.2754000127315521,0.28817492723464966,0.012774914503097534,0.28817492723464966
EvolveGCN-H,zscore,123,LH_247,0.19419999420642853,0.3028111159801483,0.10861112177371979,0.3028111159801483
EvolveGCN-H,zscore,123,LH_410,0.40779998898506165,0.3171745240688324,-0.09062546491622925,0.3171745240688324
EvolveGCN-H,zscore,123,LH_267,0.11940000206232071,0.30106258392333984,0.18166258186101913,0.30106258392333984
EvolveGCN-H,zscore,123,LH_175,0.38499999046325684,0.3038389980792999,-0.08116099238395691,0.3038389980792999
EvolveGCN-H,zscore,123,LH_156,0.16699999570846558,0.2671266794204712,0.10012668371200562,0.2671266794204712
EvolveGCN-H,zscore,123,LH_496,0.27619999647140503,0.23099052906036377,-0.04520946741104126,0.23099052906036377
EvolveGCN-H,zscore,123,LH_18,0.4578000009059906,0.3102225661277771,-0.1475774347782135,0.3102225661277771
EvolveGCN-H,zscore,123,LH_428,0.4941999912261963,0.3209916055202484,-0.17320838570594788,0.3209916055202484
EvolveGCN-H,zscore,123,LH_240,0.24379999935626984,0.2334187924861908,-0.01038120687007904,0.2334187924861908
EvolveGCN-H,zscore,123,LH_135,0.10700000077486038,0.27319830656051636,0.16619830578565598,0.27319830656051636
EvolveGCN-H,zscore,123,LH_244,0.18979999423027039,0.2736344337463379,0.0838344395160675,0.2736344337463379
EvolveGCN-H,zscore,123,LH_293,0.2978000044822693,0.31634920835494995,0.018549203872680664,0.31634920835494995
EvolveGCN-H,zscore,123,LH_220,0.35339999198913574,0.27021363377571106,-0.08318635821342468,0.27021363377571106
EvolveGCN-H,zscore,123,LH_149,0.10899999737739563,0.3438955545425415,0.23489555716514587,0.3438955545425415
EvolveGCN-H,zscore,123,LH_10,0.16019999980926514,0.31071922183036804,0.1505192220211029,0.31071922183036804
EvolveGCN-H,zscore,123,LH_404,0.29019999504089355,0.293082058429718,0.002882063388824463,0.293082058429718
EvolveGCN-H,zscore,123,LH_64,0.17739999294281006,0.28638434410095215,0.10898435115814209,0.28638434410095215
EvolveGCN-H,zscore,123,LH_72,0.2101999968290329,0.3045710325241089,0.09437103569507599,0.3045710325241089
EvolveGCN-H,zscore,123,LH_341,0.26339998841285706,0.2565443217754364,-0.006855666637420654,0.2565443217754364
EvolveGCN-H,zscore,123,LH_47,0.4189999997615814,0.3025030493736267,-0.11649695038795471,0.3025030493736267
EvolveGCN-H,zscore,123,LH_22,0.1738000065088272,0.3417889475822449,0.16798894107341766,0.3417889475822449
EvolveGCN-H,zscore,123,LH_52,0.4138000011444092,0.3342168629169464,-0.07958313822746277,0.3342168629169464
EvolveGCN-H,zscore,123,LH_229,0.11500000208616257,0.25766074657440186,0.1426607444882393,0.25766074657440186
EvolveGCN-H,zscore,123,LH_374,0.3693999946117401,0.3192785084247589,-0.0501214861869812,0.3192785084247589
EvolveGCN-H,zscore,123,LH_161,0.10419999808073044,0.265077143907547,0.16087714582681656,0.265077143907547
EvolveGCN-H,zscore,123,LH_3,0.23980000615119934,0.3043496608734131,0.06454965472221375,0.3043496608734131
EvolveGCN-H,zscore,123,LH_35,0.272599995136261,0.27623260021209717,0.0036326050758361816,0.27623260021209717
EvolveGCN-H,zscore,123,LH_193,0.38420000672340393,0.31926411390304565,-0.06493589282035828,0.31926411390304565
EvolveGCN-H,zscore,123,LH_305,0.4569999873638153,0.33800387382507324,-0.11899611353874207,0.33800387382507324
EvolveGCN-H,zscore,123,LH_449,0.41620001196861267,0.30450859665870667,-0.111691415309906,0.30450859665870667
EvolveGCN-H,zscore,123,LH_497,0.2770000100135803,0.29879939556121826,0.02179938554763794,0.29879939556121826
EvolveGCN-H,zscore,123,LH_396,0.3578000068664551,0.3204154968261719,-0.0373845100402832,0.3204154968261719
EvolveGCN-H,zscore,123,LH_223,0.4406000077724457,0.2282375991344452,-0.2123624086380005,0.2282375991344452
EvolveGCN-H,zscore,123,LH_463,0.3418000042438507,0.2660030722618103,-0.0757969319820404,0.2660030722618103
EvolveGCN-H,zscore,123,LH_0,0.1462000012397766,0.2499089539051056,0.10370895266532898,0.2499089539051056
EvolveGCN-H,zscore,123,LH_83,0.3357999920845032,0.2574883699417114,-0.07831162214279175,0.2574883699417114
EvolveGCN-H,zscore,123,LH_125,0.41019999980926514,0.2758861482143402,-0.13431385159492493,0.2758861482143402
EvolveGCN-H,zscore,123,LH_359,0.24500000476837158,0.28936874866485596,0.044368743896484375,0.28936874866485596
EvolveGCN-H,zscore,123,LH_485,0.19820000231266022,0.26100659370422363,0.06280659139156342,0.26100659370422363
EvolveGCN-H,zscore,123,LH_486,0.46459999680519104,0.342398077249527,-0.12220191955566406,0.342398077249527
EvolveGCN-H,zscore,123,LH_172,0.3901999890804291,0.3106461465358734,-0.07955384254455566,0.3106461465358734
EvolveGCN-H,zscore,123,LH_69,0.241799995303154,0.2533644139766693,0.01156441867351532,0.2533644139766693
EvolveGCN-H,zscore,123,LH_81,0.32339999079704285,0.3373892903327942,0.013989299535751343,0.3373892903327942
EvolveGCN-H,zscore,123,LH_499,0.23819999396800995,0.2585480213165283,0.02034802734851837,0.2585480213165283
EvolveGCN-H,zscore,123,LH_436,0.4729999899864197,0.24069012701511383,-0.23230986297130585,0.24069012701511383
EvolveGCN-H,zscore,123,LH_174,0.4302000105381012,0.3245319724082947,-0.10566803812980652,0.3245319724082947
EvolveGCN-H,zscore,123,LH_170,0.35580000281333923,0.31378689408302307,-0.04201310873031616,0.31378689408302307
EvolveGCN-H,zscore,123,LH_287,0.43059998750686646,0.2677716016769409,-0.16282838582992554,0.2677716016769409
EvolveGCN-H,zscore,123,LH_274,0.2750000059604645,0.27972647547721863,0.00472646951675415,0.27972647547721863
EvolveGCN-H,zscore,123,LH_194,0.41499999165534973,0.27664172649383545,-0.13835826516151428,0.27664172649383545
EvolveGCN-H,zscore,123,LH_19,0.3061999976634979,0.2734808027744293,-0.032719194889068604,0.2734808027744293
EvolveGCN-H,zscore,123,LH_447,0.22059999406337738,0.2875351905822754,0.06693519651889801,0.2875351905822754
EvolveGCN-H,zscore,123,LH_461,0.4410000145435333,0.30073124170303345,-0.14026877284049988,0.30073124170303345
EvolveGCN-H,zscore,123,LH_429,0.34540000557899475,0.2674543559551239,-0.07794564962387085,0.2674543559551239
EvolveGCN-H,zscore,123,LH_55,0.19020000100135803,0.2798203229904175,0.08962032198905945,0.2798203229904175
EvolveGCN-H,zscore,123,LH_136,0.20340000092983246,0.30883151292800903,0.10543151199817657,0.30883151292800903
EvolveGCN-H,zscore,123,LH_208,0.2937999963760376,0.2768985629081726,-0.01690143346786499,0.2768985629081726
EvolveGCN-H,zscore,123,LH_393,0.2502000033855438,0.3238995671272278,0.07369956374168396,0.3238995671272278
EvolveGCN-H,zscore,123,LH_44,0.2962000072002411,0.33583855628967285,0.03963854908943176,0.33583855628967285
EvolveGCN-H,zscore,123,LH_137,0.3709999918937683,0.29533785581588745,-0.07566213607788086,0.29533785581588745
EvolveGCN-H,zscore,123,LH_26,0.17980000376701355,0.259854793548584,0.08005478978157043,0.259854793548584
Static GCN,none,777,LH_131,0.40860000252723694,0.5040653347969055,0.09546533226966858,0.5040653347969055
Static GCN,none,777,LH_224,0.4374000132083893,0.4377126693725586,0.0003126561641693115,0.4377126693725586
Static GCN,none,777,LH_5,0.11739999800920486,0.19761425256729126,0.0802142545580864,0.19761425256729126
Static GCN,none,777,LH_86,0.2345999926328659,0.1938847005367279,-0.040715292096138,0.1938847005367279
Static GCN,none,777,LH_230,0.10300000011920929,0.18948478996753693,0.08648478984832764,0.18948478996753693
Static GCN,none,777,LH_483,0.30379998683929443,0.2424682229757309,-0.06133176386356354,0.2424682229757309
Static GCN,none,777,LH_48,0.4765999913215637,0.43792885541915894,-0.038671135902404785,0.43792885541915894
Static GCN,none,777,LH_254,0.4002000093460083,0.3993792235851288,-0.0008207857608795166,0.3993792235851288
Static GCN,none,777,LH_353,0.3458000123500824,0.3144266605377197,-0.03137335181236267,0.3144266605377197
Static GCN,none,777,LH_396,0.3578000068664551,0.35665857791900635,-0.0011414289474487305,0.35665857791900635
Static GCN,none,777,LH_140,0.3725999891757965,0.40020668506622314,0.027606695890426636,0.40020668506622314
Static GCN,none,777,LH_338,0.2401999980211258,0.2221299558877945,-0.0180700421333313,0.2221299558877945
Static GCN,none,777,LH_470,0.3102000057697296,0.4029838442802429,0.0927838385105133,0.4029838442802429
Static GCN,none,777,LH_279,0.40939998626708984,0.32530778646469116,-0.08409219980239868,0.32530778646469116
Static GCN,none,777,LH_474,0.4713999927043915,0.3992237448692322,-0.0721762478351593,0.3992237448692322
Static GCN,none,777,LH_269,0.3529999852180481,0.3231765627861023,-0.0298234224319458,0.3231765627861023
Static GCN,none,777,LH_464,0.21140000224113464,0.23496653139591217,0.023566529154777527,0.23496653139591217
Static GCN,none,777,LH_75,0.13779999315738678,0.17181526124477386,0.034015268087387085,0.17181526124477386
Static GCN,none,777,LH_312,0.1754000037908554,0.19985473155975342,0.02445472776889801,0.19985473155975342
Static GCN,none,777,LH_178,0.22139999270439148,0.22099089622497559,-0.00040909647941589355,0.22099089622497559
Static GCN,none,777,LH_17,0.2802000045776367,0.19418127834796906,-0.08601872622966766,0.19418127834796906
