model,hidden_dim,k,seed,target,prediction,residual
EvolveGCN-H,32,6,123,0.40779998898506165,0.2970103323459625,-0.11078965663909912
EvolveGCN-H,32,6,123,0.11940000206232071,0.2951870262622833,0.17578702419996262
EvolveGCN-H,32,6,123,0.38499999046325684,0.28883057832717896,-0.09616941213607788
EvolveGCN-H,32,6,123,0.16699999570846558,0.2969484031200409,0.12994840741157532
EvolveGCN-H,32,6,123,0.27619999647140503,0.30352815985679626,0.027328163385391235
EvolveGCN-H,32,6,123,0.4578000009059906,0.28902721405029297,-0.16877278685569763
EvolveGCN-H,32,6,123,0.4941999912261963,0.28942543268203735,-0.20477455854415894
EvolveGCN-H,32,6,123,0.24379999935626984,0.28374454379081726,0.039944544434547424
EvolveGCN-H,32,6,123,0.10700000077486038,0.2978881597518921,0.1908881589770317
EvolveGCN-H,32,6,123,0.18979999423027039,0.293780654668808,0.1039806604385376
EvolveGCN-H,32,6,123,0.2978000044822693,0.30082476139068604,0.003024756908416748
EvolveGCN-H,32,6,123,0.35339999198913574,0.2948615849018097,-0.05853840708732605
EvolveGCN-H,32,6,123,0.10899999737739563,0.2929587960243225,0.18395879864692688
EvolveGCN-H,32,6,123,0.16019999980926514,0.2765718400478363,0.11637184023857117
EvolveGCN-H,32,6,123,0.29019999504089355,0.28724920749664307,-0.0029507875442504883
EvolveGCN-H,32,6,123,0.17739999294281006,0.2900278568267822,0.11262786388397217
EvolveGCN-H,32,6,123,0.2101999968290329,0.3028366267681122,0.09263662993907928
EvolveGCN-H,32,6,123,0.26339998841285706,0.29210835695266724,0.02870836853981018
EvolveGCN-H,32,6,123,0.4189999997615814,0.28607141971588135,-0.13292858004570007
EvolveGCN-H,32,6,123,0.1738000065088272,0.2963962256908417,0.12259621918201447
EvolveGCN-H,32,6,123,0.4138000011444092,0.2834228277206421,-0.1303771734237671
EvolveGCN-H,32,6,123,0.11500000208616257,0.2990565299987793,0.18405652791261673
EvolveGCN-H,32,6,123,0.3693999946117401,0.3110988140106201,-0.058301180601119995
EvolveGCN-H,32,6,123,0.10419999808073044,0.30205032229423523,0.1978503242135048
EvolveGCN-H,32,6,123,0.23980000615119934,0.2924707531929016,0.05267074704170227
EvolveGCN-H,32,6,123,0.272599995136261,0.27617722749710083,0.0035772323608398438
EvolveGCN-H,32,6,123,0.38420000672340393,0.29315969347953796,-0.09104031324386597
EvolveGCN-H,32,6,123,0.4569999873638153,0.28312215209007263,-0.17387783527374268
EvolveGCN-H,32,6,123,0.41620001196861267,0.28821519017219543,-0.12798482179641724
EvolveGCN-H,32,6,123,0.2770000100135803,0.28814953565597534,0.01114952564239502
EvolveGCN-H,32,6,123,0.3578000068664551,0.270793080329895,-0.08700692653656006
EvolveGCN-H,32,6,123,0.4406000077724457,0.2922506630420685,-0.1483493447303772
EvolveGCN-H,32,6,123,0.3418000042438507,0.2929854393005371,-0.0488145649433136
EvolveGCN-H,32,6,123,0.1462000012397766,0.29105809330940247,0.14485809206962585
EvolveGCN-H,32,6,123,0.3357999920845032,0.2761307954788208,-0.05966919660568237
EvolveGCN-H,32,6,123,0.41019999980926514,0.2964993119239807,-0.11370068788528442
EvolveGCN-H,32,6,123,0.24500000476837158,0.29187989234924316,0.04687988758087158
EvolveGCN-H,32,6,123,0.19820000231266022,0.27319133281707764,0.07499133050441742
EvolveGCN-H,32,6,123,0.46459999680519104,0.29621878266334534,-0.1683812141418457
EvolveGCN-H,32,6,123,0.3901999890804291,0.2872273325920105,-0.10297265648841858
EvolveGCN-H,32,6,123,0.241799995303154,0.2945064604282379,0.05270646512508392
EvolveGCN-H,32,6,123,0.32339999079704285,0.2956845164299011,-0.027715474367141724
EvolveGCN-H,32,6,123,0.23819999396800995,0.2975804805755615,0.059380486607551575
EvolveGCN-H,32,6,123,0.4729999899864197,0.30370718240737915,-0.16929280757904053
EvolveGCN-H,32,6,123,0.4302000105381012,0.2813328504562378,-0.1488671600818634
EvolveGCN-H,32,6,123,0.35580000281333923,0.29128560423851013,-0.0645143985748291
EvolveGCN-H,32,6,123,0.43059998750686646,0.29796820878982544,-0.13263177871704102
EvolveGCN-H,32,6,123,0.2750000059604645,0.2791055738925934,0.004105567932128906
EvolveGCN-H,32,6,123,0.41499999165534973,0.29269304871559143,-0.1223069429397583
EvolveGCN-H,32,6,123,0.3061999976634979,0.2963176369667053,-0.009882360696792603
EvolveGCN-H,32,6,123,0.22059999406337738,0.28055447340011597,0.059954479336738586
EvolveGCN-H,32,6,123,0.4410000145435333,0.29695063829421997,-0.14404937624931335
EvolveGCN-H,32,6,123,0.34540000557899475,0.3049289584159851,-0.040471047163009644
EvolveGCN-H,32,6,123,0.19020000100135803,0.2945546805858612,0.10435467958450317
EvolveGCN-H,32,6,123,0.20340000092983246,0.27610471844673157,0.07270471751689911
EvolveGCN-H,32,6,123,0.2937999963760376,0.29704779386520386,0.0032477974891662598
EvolveGCN-H,32,6,123,0.2502000033855438,0.286388635635376,0.03618863224983215
EvolveGCN-H,32,6,123,0.2962000072002411,0.29627111554145813,7.110834121704102e-05
EvolveGCN-H,32,6,123,0.3709999918937683,0.31074059009552,-0.06025940179824829
EvolveGCN-H,32,6,123,0.17980000376701355,0.2949722111225128,0.11517220735549927
EvolveGCN-H,32,8,123,0.11020000278949738,0.3250575661659241,0.2148575633764267
EvolveGCN-H,32,8,123,0.2766000032424927,0.26354140043258667,-0.013058602809906006
EvolveGCN-H,32,8,123,0.4758000075817108,0.3127330243587494,-0.16306698322296143
EvolveGCN-H,32,8,123,0.17579999566078186,0.30996596813201904,0.13416597247123718
EvolveGCN-H,32,8,123,0.4918000102043152,0.26554688811302185,-0.22625312209129333
EvolveGCN-H,32,8,123,0.12020000070333481,0.2947959303855896,0.1745959296822548
EvolveGCN-H,32,8,123,0.3601999878883362,0.2946352958679199,-0.06556469202041626
EvolveGCN-H,32,8,123,0.29820001125335693,0.29732924699783325,-0.0008707642555236816
EvolveGCN-H,32,8,123,0.20739999413490295,0.3212226629257202,0.11382266879081726
EvolveGCN-H,32,8,123,0.3529999852180481,0.30264848470687866,-0.050351500511169434
EvolveGCN-H,32,8,123,0.15060000121593475,0.27343088388442993,0.12283088266849518
EvolveGCN-H,32,8,123,0.10859999805688858,0.2919427156448364,0.18334271758794785
EvolveGCN-H,32,8,123,0.4625999927520752,0.2889972925186157,-0.17360270023345947
EvolveGCN-H,32,8,123,0.2754000127315521,0.31277403235435486,0.037374019622802734
EvolveGCN-H,32,8,123,0.19419999420642853,0.3095550835132599,0.11535508930683136
EvolveGCN-H,32,8,123,0.40779998898506165,0.28459978103637695,-0.12320020794868469
EvolveGCN-H,32,8,123,0.11940000206232071,0.30330777168273926,0.18390776962041855
EvolveGCN-H,32,8,123,0.38499999046325684,0.28471851348876953,-0.1002814769744873
EvolveGCN-H,32,8,123,0.16699999570846558,0.316058874130249,0.14905887842178345
EvolveGCN-H,32,8,123,0.27619999647140503,0.3035356402397156,0.027335643768310547
EvolveGCN-H,32,8,123,0.4578000009059906,0.28019702434539795,-0.17760297656059265
EvolveGCN-H,32,8,123,0.4941999912261963,0.2888144850730896,-0.2053855061531067
EvolveGCN-H,32,8,123,0.24379999935626984,0.2737042307853699,0.029904231429100037
EvolveGCN-H,32,8,123,0.10700000077486038,0.2903730273246765,0.18337302654981613
EvolveGCN-H,32,8,123,0.18979999423027039,0.2867809534072876,0.09698095917701721
EvolveGCN-H,32,8,123,0.2978000044822693,0.3138929009437561,0.016092896461486816
EvolveGCN-H,32,8,123,0.35339999198913574,0.28192710876464844,-0.0714728832244873
EvolveGCN-H,32,8,123,0.10899999737739563,0.3071213364601135,0.1981213390827179
EvolveGCN-H,32,8,123,0.16019999980926514,0.28842222690582275,0.12822222709655762
EvolveGCN-H,32,8,123,0.29019999504089355,0.28790199756622314,-0.00229799747467041
EvolveGCN-H,32,8,123,0.17739999294281006,0.3029205799102783,0.12552058696746826
EvolveGCN-H,32,8,123,0.2101999968290329,0.3193027377128601,0.10910274088382721
EvolveGCN-H,32,8,123,0.26339998841285706,0.3018430471420288,0.03844305872917175
EvolveGCN-H,32,8,123,0.4189999997615814,0.3080434799194336,-0.11095651984214783
EvolveGCN-H,32,8,123,0.1738000065088272,0.31603574752807617,0.14223574101924896
EvolveGCN-H,32,8,123,0.4138000011444092,0.2918732166290283,-0.12192678451538086
EvolveGCN-H,32,8,123,0.11500000208616257,0.30944520235061646,0.1944452002644539
EvolveGCN-H,32,8,123,0.3693999946117401,0.32227176427841187,-0.04712823033332825
EvolveGCN-H,32,8,123,0.10419999808073044,0.28786700963974,0.18366701155900955
EvolveGCN-H,32,8,123,0.23980000615119934,0.28495872020721436,0.045158714056015015
EvolveGCN-H,32,8,123,0.272599995136261,0.26433274149894714,-0.008267253637313843
EvolveGCN-H,32,8,123,0.38420000672340393,0.30226755142211914,-0.08193245530128479
EvolveGCN-H,32,8,123,0.4569999873638153,0.27692797780036926,-0.18007200956344604
EvolveGCN-H,32,8,123,0.41620001196861267,0.2970546782016754,-0.11914533376693726
EvolveGCN-H,32,8,123,0.2770000100135803,0.28929227590560913,0.012292265892028809
EvolveGCN-H,32,8,123,0.3578000068664551,0.28089261054992676,-0.07690739631652832
EvolveGCN-H,32,8,123,0.4406000077724457,0.29105305671691895,-0.14954695105552673
EvolveGCN-H,32,8,123,0.3418000042438507,0.28998470306396484,-0.051815301179885864
EvolveGCN-H,32,8,123,0.1462000012397766,0.2738986015319824,0.1276986002922058
EvolveGCN-H,32,8,123,0.3357999920845032,0.2761252224445343,-0.05967476963996887
EvolveGCN-H,32,8,123,0.41019999980926514,0.2955934703350067,-0.11460652947425842
EvolveGCN-H,32,8,123,0.24500000476837158,0.3052760362625122,0.060276031494140625
EvolveGCN-H,32,8,123,0.19820000231266022,0.2673506438732147,0.0691506415605545
EvolveGCN-H,32,8,123,0.46459999680519104,0.30751222372055054,-0.1570877730846405
EvolveGCN-H,32,8,123,0.3901999890804291,0.297770619392395,-0.09242936968803406
EvolveGCN-H,32,8,123,0.241799995303154,0.2992595434188843,0.057459548115730286
EvolveGCN-H,32,8,123,0.32339999079704285,0.308149516582489,-0.015250474214553833
EvolveGCN-H,32,8,123,0.23819999396800995,0.30195340514183044,0.0637534111738205
EvolveGCN-H,32,8,123,0.4729999899864197,0.3121322989463806,-0.16086769104003906
EvolveGCN-H,32,8,123,0.4302000105381012,0.2838099002838135,-0.14639011025428772
EvolveGCN-H,32,8,123,0.35580000281333923,0.2951545715332031,-0.06064543128013611
EvolveGCN-H,32,8,123,0.43059998750686646,0.30284130573272705,-0.1277586817741394
EvolveGCN-H,32,8,123,0.2750000059604645,0.2728744149208069,-0.0021255910396575928
EvolveGCN-H,32,8,123,0.41499999165534973,0.2856214642524719,-0.1293785274028778
EvolveGCN-H,32,8,123,0.3061999976634979,0.3191845417022705,0.012984544038772583
EvolveGCN-H,32,8,123,0.22059999406337738,0.26150184869766235,0.04090185463428497
EvolveGCN-H,32,8,123,0.4410000145435333,0.29204005002975464,-0.1489599645137787
EvolveGCN-H,32,8,123,0.34540000557899475,0.30342698097229004,-0.04197302460670471
EvolveGCN-H,32,8,123,0.19020000100135803,0.31033653020858765,0.12013652920722961
EvolveGCN-H,32,8,123,0.20340000092983246,0.2734873592853546,0.07008735835552216
EvolveGCN-H,32,8,123,0.2937999963760376,0.3094715476036072,0.01567155122756958
EvolveGCN-H,32,8,123,0.2502000033855438,0.3108714818954468,0.060671478509902954
EvolveGCN-H,32,8,123,0.2962000072002411,0.30684781074523926,0.010647803544998169
EvolveGCN-H,32,8,123,0.3709999918937683,0.3190862238407135,-0.05191376805305481
EvolveGCN-H,32,8,123,0.17980000376701355,0.3237456679344177,0.14394566416740417
EvolveGCN-H,32,12,123,0.11020000278949738,0.28960341215133667,0.1794034093618393
EvolveGCN-H,32,12,123,0.2766000032424927,0.26705655455589294,-0.009543448686599731
EvolveGCN-H,32,12,123,0.4758000075817108,0.29303714632987976,-0.18276286125183105
EvolveGCN-H,32,12,123,0.17579999566078186,0.2931928038597107,0.11739280819892883
EvolveGCN-H,32,12,123,0.4918000102043152,0.2735409736633301,-0.2182590365409851
EvolveGCN-H,32,12,123,0.12020000070333481,0.2994092106819153,0.17920920997858047
EvolveGCN-H,32,12,123,0.3601999878883362,0.28504884243011475,-0.07515114545822144
EvolveGCN-H,32,12,123,0.29820001125335693,0.27956998348236084,-0.018630027770996094
EvolveGCN-H,32,12,123,0.20739999413490295,0.2999524474143982,0.09255245327949524
EvolveGCN-H,32,12,123,0.3529999852180481,0.283765971660614,-0.06923401355743408
EvolveGCN-H,32,12,123,0.15060000121593475,0.293130099773407,0.14253009855747223
EvolveGCN-H,32,12,123,0.10859999805688858,0.2904883027076721,0.18188830465078354
EvolveGCN-H,32,12,123,0.4625999927520752,0.27739113569259644,-0.18520885705947876
EvolveGCN-H,32,12,123,0.2754000127315521,0.2813824713230133,0.005982458591461182
EvolveGCN-H,32,12,123,0.19419999420642853,0.3004782199859619,0.10627822577953339
EvolveGCN-H,32,12,123,0.40779998898506165,0.293369859457016,-0.11443012952804565
EvolveGCN-H,32,12,123,0.11940000206232071,0.2900550067424774,0.1706550046801567
EvolveGCN-H,32,12,123,0.38499999046325684,0.28397876024246216,-0.10102123022079468
EvolveGCN-H,32,12,123,0.16699999570846558,0.2912476062774658,0.12424761056900024
EvolveGCN-H,32,12,123,0.27619999647140503,0.3020862638950348,0.02588626742362976
EvolveGCN-H,32,12,123,0.4578000009059906,0.28594714403152466,-0.17185285687446594
EvolveGCN-H,32,12,123,0.4941999912261963,0.28276506066322327,-0.21143493056297302
EvolveGCN-H,32,12,123,0.24379999935626984,0.274495005607605,0.030695006251335144
EvolveGCN-H,32,12,123,0.10700000077486038,0.29581567645072937,0.188815675675869
EvolveGCN-H,32,12,123,0.18979999423027039,0.29214856028556824,0.10234856605529785
EvolveGCN-H,32,12,123,0.2978000044822693,0.2987203896045685,0.0009203851222991943
EvolveGCN-H,32,12,123,0.35339999198913574,0.2911493480205536,-0.06225064396858215
EvolveGCN-H,32,12,123,0.10899999737739563,0.2886170744895935,0.17961707711219788
EvolveGCN-H,32,12,123,0.16019999980926514,0.2676147222518921,0.10741472244262695
EvolveGCN-H,32,12,123,0.29019999504089355,0.2835150957107544,-0.00668489933013916
EvolveGCN-H,32,12,123,0.17739999294281006,0.28029748797416687,0.10289749503135681
EvolveGCN-H,32,12,123,0.2101999968290329,0.2991846203804016,0.08898462355136871
EvolveGCN-H,32,12,123,0.26339998841285706,0.28610169887542725,0.02270171046257019
EvolveGCN-H,32,12,123,0.4189999997615814,0.27741438150405884,-0.14158561825752258
EvolveGCN-H,32,12,123,0.1738000065088272,0.2909448742866516,0.1171448677778244
EvolveGCN-H,32,12,123,0.4138000011444092,0.27741432189941406,-0.13638567924499512
EvolveGCN-H,32,12,123,0.11500000208616257,0.29652053117752075,0.18152052909135818
EvolveGCN-H,32,12,123,0.3693999946117401,0.31143033504486084,-0.05796965956687927
EvolveGCN-H,32,12,123,0.10419999808073044,0.29688745737075806,0.19268745929002762
EvolveGCN-H,32,12,123,0.23980000615119934,0.28803589940071106,0.04823589324951172
EvolveGCN-H,32,12,123,0.272599995136261,0.2715069651603699,-0.0010930299758911133
EvolveGCN-H,32,12,123,0.38420000672340393,0.2884887456893921,-0.09571126103401184
EvolveGCN-H,32,12,123,0.4569999873638153,0.275376558303833,-0.1816234290599823
EvolveGCN-H,32,12,123,0.41620001196861267,0.28106144070625305,-0.13513857126235962
EvolveGCN-H,32,12,123,0.2770000100135803,0.28224509954452515,0.005245089530944824
EvolveGCN-H,32,12,123,0.3578000068664551,0.2606247067451477,-0.09717530012130737
EvolveGCN-H,32,12,123,0.4406000077724457,0.2889583110809326,-0.15164169669151306
EvolveGCN-H,32,12,123,0.3418000042438507,0.2889838218688965,-0.052816182374954224
EvolveGCN-H,32,12,123,0.1462000012397766,0.2861166000366211,0.13991659879684448
EvolveGCN-H,32,12,123,0.3357999920845032,0.2691430151462555,-0.06665697693824768
EvolveGCN-H,32,12,123,0.41019999980926514,0.29262644052505493,-0.1175735592842102
EvolveGCN-H,32,12,123,0.24500000476837158,0.2855796813964844,0.04057967662811279
EvolveGCN-H,32,12,123,0.19820000231266022,0.26689672470092773,0.06869672238826752
EvolveGCN-H,32,12,123,0.46459999680519104,0.2913341522216797,-0.17326584458351135
EvolveGCN-H,32,12,123,0.3901999890804291,0.2803543508052826,-0.10984563827514648
EvolveGCN-H,32,12,123,0.241799995303154,0.29016372561454773,0.04836373031139374
EvolveGCN-H,32,12,123,0.32339999079704285,0.2907755970954895,-0.032624393701553345
EvolveGCN-H,32,12,123,0.23819999396800995,0.29335758090019226,0.05515758693218231
EvolveGCN-H,32,12,123,0.4729999899864197,0.30196696519851685,-0.17103302478790283
EvolveGCN-H,32,12,123,0.4302000105381012,0.27309948205947876,-0.15710052847862244
EvolveGCN-H,32,12,123,0.35580000281333923,0.2901916205883026,-0.06560838222503662
EvolveGCN-H,32,12,123,0.43059998750686646,0.2910715341567993,-0.13952845335006714
EvolveGCN-H,32,12,123,0.2750000059604645,0.271573007106781,-0.0034269988536834717
EvolveGCN-H,32,12,123,0.41499999165534973,0.29016348719596863,-0.1248365044593811
EvolveGCN-H,32,12,123,0.3061999976634979,0.29092928767204285,-0.015270709991455078
EvolveGCN-H,32,12,123,0.22059999406337738,0.27287769317626953,0.05227769911289215
EvolveGCN-H,32,12,123,0.4410000145435333,0.28988468647003174,-0.1511153280735016
EvolveGCN-H,32,12,123,0.34540000557899475,0.3046838343143463,-0.04071617126464844
EvolveGCN-H,32,12,123,0.19020000100135803,0.2869653105735779,0.09676530957221985
EvolveGCN-H,32,12,123,0.20340000092983246,0.2659551501274109,0.06255514919757843
EvolveGCN-H,32,12,123,0.2937999963760376,0.2917156219482422,-0.00208437442779541
EvolveGCN-H,32,12,123,0.2502000033855438,0.2775575518608093,0.027357548475265503
EvolveGCN-H,32,12,123,0.2962000072002411,0.29113084077835083,-0.005069166421890259
EvolveGCN-H,32,12,123,0.3709999918937683,0.30934938788414,-0.061650604009628296
EvolveGCN-H,32,12,123,0.17980000376701355,0.2878791093826294,0.10807910561561584
EvolveGCN-H,64,4,123,0.11020000278949738,0.29794996976852417,0.1877499669790268
EvolveGCN-H,64,4,123,0.2766000032424927,0.2710963487625122,-0.005503654479980469
EvolveGCN-H,64,4,123,0.4758000075817108,0.3067046105861664,-0.16909539699554443
EvolveGCN-H,64,4,123,0.17579999566078186,0.3091905415058136,0.13339054584503174
EvolveGCN-H,64,4,123,0.4918000102043152,0.2812718451023102,-0.210528165102005
EvolveGCN-H,64,4,123,0.12020000070333481,0.31538063287734985,0.19518063217401505
EvolveGCN-H,64,4,123,0.3601999878883362,0.29982200264930725,-0.06037798523902893
EvolveGCN-H,64,4,123,0.29820001125335693,0.28101617097854614,-0.01718384027481079
EvolveGCN-H,64,4,123,0.20739999413490295,0.3085624873638153,0.10116249322891235
EvolveGCN-H,64,4,123,0.3529999852180481,0.29324156045913696,-0.05975842475891113
EvolveGCN-H,64,4,123,0.15060000121593475,0.3028821349143982,0.15228213369846344
EvolveGCN-H,64,4,123,0.10859999805688858,0.29629653692245483,0.18769653886556625
EvolveGCN-H,64,4,123,0.4625999927520752,0.28506866097450256,-0.17753133177757263
EvolveGCN-H,64,4,123,0.2754000127315521,0.28649941086769104,0.011099398136138916
EvolveGCN-H,64,4,123,0.19419999420642853,0.3141067922115326,0.11990679800510406
EvolveGCN-H,64,4,123,0.40779998898506165,0.30414170026779175,-0.1036582887172699
EvolveGCN-H,64,4,123,0.11940000206232071,0.3034103810787201,0.18401037901639938
EvolveGCN-H,64,4,123,0.38499999046325684,0.2898637354373932,-0.09513625502586365
EvolveGCN-H,64,4,123,0.16699999570846558,0.2949046194553375,0.12790462374687195
EvolveGCN-H,64,4,123,0.27619999647140503,0.3172362148761749,0.0410362184047699
EvolveGCN-H,64,4,123,0.4578000009059906,0.2962143123149872,-0.16158568859100342
