model,factorial_cell,seed,target,prediction,residual,plotted_y,test_mae,test_rmse,test_r2,test_pearson
EvolveGCN-H,h32_k4,123,0.4941999912261963,0.28930240869522095,-0.20489758253097534,-0.20489758253097534,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.24379999935626984,0.2839708924293518,0.04017089307308197,0.04017089307308197,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.10700000077486038,0.298811137676239,0.19181113690137863,0.19181113690137863,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.18979999423027039,0.2943093776702881,0.1045093834400177,0.1045093834400177,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.2978000044822693,0.29999110102653503,0.002191096544265747,0.002191096544265747,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.35339999198913574,0.2953370213508606,-0.058062970638275146,-0.058062970638275146,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.10899999737739563,0.2924799919128418,0.18347999453544617,0.18347999453544617,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.16019999980926514,0.2757418751716614,0.11554187536239624,0.11554187536239624,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.29019999504089355,0.2839115262031555,-0.006288468837738037,-0.006288468837738037,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.17739999294281006,0.2916296422481537,0.11422964930534363,0.11422964930534363,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.2101999968290329,0.3023097515106201,0.09210975468158722,0.09210975468158722,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.26339998841285706,0.2922503650188446,0.02885037660598755,0.02885037660598755,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.4189999997615814,0.2865728735923767,-0.1324271261692047,-0.1324271261692047,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.1738000065088272,0.29553619027137756,0.12173618376255035,0.12173618376255035,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.4138000011444092,0.28252941370010376,-0.13127058744430542,-0.13127058744430542,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.11500000208616257,0.3006253242492676,0.185625322163105,0.185625322163105,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.3693999946117401,0.31090715527534485,-0.058492839336395264,-0.058492839336395264,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.10419999808073044,0.3021545112133026,0.19795451313257217,0.19795451313257217,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.23980000615119934,0.29267361760139465,0.05287361145019531,0.05287361145019531,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.272599995136261,0.27474725246429443,0.0021472573280334473,0.0021472573280334473,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.38420000672340393,0.2934879660606384,-0.0907120406627655,-0.0907120406627655,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.4569999873638153,0.28157979249954224,-0.17542019486427307,-0.17542019486427307,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.41620001196861267,0.2886313199996948,-0.12756869196891785,-0.12756869196891785,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.2770000100135803,0.2875902056694031,0.010590195655822754,0.010590195655822754,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.3578000068664551,0.268029123544693,-0.08977088332176208,-0.08977088332176208,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.4406000077724457,0.2912476062774658,-0.14935240149497986,-0.14935240149497986,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.3418000042438507,0.291340708732605,-0.05045929551124573,-0.05045929551124573,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.1462000012397766,0.2910333275794983,0.14483332633972168,0.14483332633972168,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.3357999920845032,0.2741680443286896,-0.0616319477558136,-0.0616319477558136,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.41019999980926514,0.30087411403656006,-0.10932588577270508,-0.10932588577270508,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.24500000476837158,0.29177048802375793,0.04677048325538635,0.04677048325538635,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.19820000231266022,0.26742395758628845,0.06922395527362823,0.06922395527362823,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.46459999680519104,0.2962978482246399,-0.16830214858055115,-0.16830214858055115,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.3901999890804291,0.2859373092651367,-0.10426267981529236,-0.10426267981529236,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.241799995303154,0.293038010597229,0.05123801529407501,0.05123801529407501,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.32339999079704285,0.29719626903533936,-0.02620372176170349,-0.02620372176170349,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.23819999396800995,0.29898175597190857,0.06078176200389862,0.06078176200389862,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.4729999899864197,0.3048068583011627,-0.16819313168525696,-0.16819313168525696,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.4302000105381012,0.27983585000038147,-0.15036416053771973,-0.15036416053771973,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.35580000281333923,0.29086336493492126,-0.06493663787841797,-0.06493663787841797,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.43059998750686646,0.3011969029903412,-0.12940308451652527,-0.12940308451652527,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.2750000059604645,0.27911561727523804,0.00411561131477356,0.00411561131477356,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.41499999165534973,0.2956744134426117,-0.11932557821273804,-0.11932557821273804,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.3061999976634979,0.2960224449634552,-0.010177552700042725,-0.010177552700042725,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.22059999406337738,0.27922213077545166,0.05862213671207428,0.05862213671207428,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.4410000145435333,0.29722052812576294,-0.14377948641777039,-0.14377948641777039,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.34540000557899475,0.30818408727645874,-0.03721591830253601,-0.03721591830253601,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.19020000100135803,0.29505455493927,0.10485455393791199,0.10485455393791199,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.20340000092983246,0.27801886200904846,0.074618861079216,0.074618861079216,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.2937999963760376,0.29803887009620667,0.004238873720169067,0.004238873720169067,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.2502000033855438,0.2891319990158081,0.03893199563026428,0.03893199563026428,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.2962000072002411,0.2987915277481079,0.0025915205478668213,0.0025915205478668213,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.3709999918937683,0.31379568576812744,-0.05720430612564087,-0.05720430612564087,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
EvolveGCN-H,h32_k4,123,0.17980000376701355,0.2947002649307251,0.11490026116371155,0.11490026116371155,0.0975723499059677,0.11518685155360059,-0.02486996102740413,-0.10346089350968064
Static GCN,h32_k4,123,0.11020000278949738,0.2952245771884918,0.18502457439899445,0.18502457439899445,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.2766000032424927,0.2942425012588501,0.017642498016357422,0.017642498016357422,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.4758000075817108,0.2952245771884918,-0.180575430393219,-0.180575430393219,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.17579999566078186,0.2952245771884918,0.11942458152770996,0.11942458152770996,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.4918000102043152,0.2952245771884918,-0.19657543301582336,-0.19657543301582336,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.12020000070333481,0.2952245771884918,0.175024576485157,0.175024576485157,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.3601999878883362,0.2952245771884918,-0.06497541069984436,-0.06497541069984436,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.29820001125335693,0.29386162757873535,-0.004338383674621582,-0.004338383674621582,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.20739999413490295,0.2952245771884918,0.08782458305358887,0.08782458305358887,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.3529999852180481,0.2952245771884918,-0.057775408029556274,-0.057775408029556274,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.15060000121593475,0.2952245771884918,0.14462457597255707,0.14462457597255707,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.10859999805688858,0.29939740896224976,0.19079741090536118,0.19079741090536118,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.4625999927520752,0.2952245771884918,-0.16737541556358337,-0.16737541556358337,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.2754000127315521,0.2944602370262146,0.019060224294662476,0.019060224294662476,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.19419999420642853,0.2952245771884918,0.1010245829820633,0.1010245829820633,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.40779998898506165,0.2952245771884918,-0.11257541179656982,-0.11257541179656982,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.11940000206232071,0.2952245771884918,0.1758245751261711,0.1758245751261711,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.38499999046325684,0.3049277067184448,-0.08007228374481201,-0.08007228374481201,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.16699999570846558,0.2930843234062195,0.1260843276977539,0.1260843276977539,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.27619999647140503,0.2952245771884918,0.019024580717086792,0.019024580717086792,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.4578000009059906,0.2952245771884918,-0.16257542371749878,-0.16257542371749878,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.4941999912261963,0.2952245771884918,-0.19897541403770447,-0.19897541403770447,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.24379999935626984,0.2952245771884918,0.051424577832221985,0.051424577832221985,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.10700000077486038,0.2952245771884918,0.18822457641363144,0.18822457641363144,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.18979999423027039,0.2952245771884918,0.10542458295822144,0.10542458295822144,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.2978000044822693,0.2952245771884918,-0.002575427293777466,-0.002575427293777466,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.35339999198913574,0.2952245771884918,-0.05817541480064392,-0.05817541480064392,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.10899999737739563,0.29509228467941284,0.1860922873020172,0.1860922873020172,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.16019999980926514,0.2952245771884918,0.13502457737922668,0.13502457737922668,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.29019999504089355,0.2952245771884918,0.005024582147598267,0.005024582147598267,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.17739999294281006,0.29674196243286133,0.11934196949005127,0.11934196949005127,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.2101999968290329,0.2952245771884918,0.08502458035945892,0.08502458035945892,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.26339998841285706,0.2952245771884918,0.031824588775634766,0.031824588775634766,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.4189999997615814,0.2952245771884918,-0.1237754225730896,-0.1237754225730896,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.1738000065088272,0.2943251132965088,0.12052510678768158,0.12052510678768158,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.4138000011444092,0.2952245771884918,-0.11857542395591736,-0.11857542395591736,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.11500000208616257,0.2969149947166443,0.18191499263048172,0.18191499263048172,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.3693999946117401,0.29493826627731323,-0.07446172833442688,-0.07446172833442688,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.10419999808073044,0.2952245771884918,0.19102457910776138,0.19102457910776138,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.23980000615119934,0.2952245771884918,0.05542457103729248,0.05542457103729248,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.272599995136261,0.2952245771884918,0.022624582052230835,0.022624582052230835,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.38420000672340393,0.2952245771884918,-0.08897542953491211,-0.08897542953491211,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.4569999873638153,0.2952245771884918,-0.1617754101753235,-0.1617754101753235,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.41620001196861267,0.2952245771884918,-0.12097543478012085,-0.12097543478012085,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.2770000100135803,0.29391974210739136,0.016919732093811035,0.016919732093811035,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.3578000068664551,0.2952245771884918,-0.06257542967796326,-0.06257542967796326,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.4406000077724457,0.2952245771884918,-0.14537543058395386,-0.14537543058395386,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.3418000042438507,0.2952245771884918,-0.04657542705535889,-0.04657542705535889,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.1462000012397766,0.2952245771884918,0.1490245759487152,0.1490245759487152,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.3357999920845032,0.2946989834308624,-0.04110100865364075,-0.04110100865364075,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.41019999980926514,0.2952245771884918,-0.11497542262077332,-0.11497542262077332,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.24500000476837158,0.2962016463279724,0.05120164155960083,0.05120164155960083,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.19820000231266022,0.2952245771884918,0.0970245748758316,0.0970245748758316,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.46459999680519104,0.2952245771884918,-0.16937541961669922,-0.16937541961669922,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.3901999890804291,0.2952245771884918,-0.09497541189193726,-0.09497541189193726,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.241799995303154,0.2952245771884918,0.05342458188533783,0.05342458188533783,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.32339999079704285,0.2952245771884918,-0.028175413608551025,-0.028175413608551025,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.23819999396800995,0.2940850555896759,0.055885061621665955,0.055885061621665955,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.4729999899864197,0.2952245771884918,-0.17777541279792786,-0.17777541279792786,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.4302000105381012,0.2952245771884918,-0.13497543334960938,-0.13497543334960938,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.35580000281333923,0.2952245771884918,-0.06057542562484741,-0.06057542562484741,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.43059998750686646,0.2952245771884918,-0.13537541031837463,-0.13537541031837463,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.2750000059604645,0.2952245771884918,0.020224571228027344,0.020224571228027344,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.41499999165534973,0.2952245771884918,-0.11977541446685791,-0.11977541446685791,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.3061999976634979,0.2952245771884918,-0.010975420475006104,-0.010975420475006104,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.22059999406337738,0.2952245771884918,0.07462458312511444,0.07462458312511444,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.4410000145435333,0.2952245771884918,-0.1457754373550415,-0.1457754373550415,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.34540000557899475,0.2952245771884918,-0.05017542839050293,-0.05017542839050293,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.19020000100135803,0.2952245771884918,0.10502457618713379,0.10502457618713379,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.20340000092983246,0.2952245771884918,0.09182457625865936,0.09182457625865936,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.2937999963760376,0.2952245771884918,0.0014245808124542236,0.0014245808124542236,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.2502000033855438,0.2953685522079468,0.045168548822402954,0.045168548822402954,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.2962000072002411,0.2952245771884918,-0.0009754300117492676,-0.0009754300117492676,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.3709999918937683,0.2952245771884918,-0.07577541470527649,-0.07577541470527649,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
Static GCN,h32_k4,123,0.17980000376701355,0.2952245771884918,0.11542457342147827,0.11542457342147827,0.09743845760822296,0.11379488619848535,-0.00024972444718751596,0.004551534001146711
EvolveGCN-H,h32_k6,123,0.11020000278949738,0.2967697083950043,0.1865697056055069,0.1865697056055069,0.09740386386712392,0.1150432499514738,-0.022316175985089615,-0.10998760245544505
EvolveGCN-H,h32_k6,123,0.2766000032424927,0.2745700478553772,-0.0020299553871154785,-0.0020299553871154785,0.09740386386712392,0.1150432499514738,-0.022316175985089615,-0.10998760245544505
