canonical_universe_id,universe_index,raw_directory,target_row_identity,snapshot_1_id,snapshot_1_path,snapshot_1_exists,snapshot_1_raw_halo_count,snapshot_1_valid_real_halo_count,snapshot_2_id,snapshot_2_path,snapshot_2_exists,snapshot_2_raw_halo_count,snapshot_2_valid_real_halo_count,snapshot_3_id,snapshot_3_path,snapshot_3_exists,snapshot_3_raw_halo_count,snapshot_3_valid_real_halo_count,snapshot_4_id,snapshot_4_path,snapshot_4_exists,snapshot_4_raw_halo_count,snapshot_4_valid_real_halo_count,snapshot_5_id,snapshot_5_path,snapshot_5_exists,snapshot_5_raw_halo_count,snapshot_5_valid_real_halo_count,seed42_train700_membership,seed123_train700_membership,seed2025_train700_membership,anomaly_flag
LH_13,13,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_13;universe_index=13;omega_m=0.269,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_13_hlist_0.20000.list,true,2803,2803,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_13_hlist_0.25000.list,true,4443,4443,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_13_hlist_0.51209.list,true,7251,7251,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_13_hlist_0.75065.list,true,6963,6963,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_13_hlist_1.00000.list,true,7337,7337,train,test,train,NONE
LH_14,14,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_14;universe_index=14;omega_m=0.3946,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_14_hlist_0.20000.list,true,5671,5671,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_14_hlist_0.25000.list,true,6962,6962,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_14_hlist_0.51209.list,true,7975,7975,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_14_hlist_0.75065.list,true,7013,7013,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_14_hlist_1.00000.list,true,6724,6724,train,train,validation,NONE
LH_15,15,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_15;universe_index=15;omega_m=0.1762,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_15_hlist_0.20000.list,true,3369,3369,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_15_hlist_0.25000.list,true,4809,4809,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_15_hlist_0.51209.list,true,6162,6162,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_15_hlist_0.75065.list,true,5993,5993,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_15_hlist_1.00000.list,true,6319,6319,train,train,train,NONE
LH_16,16,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_16;universe_index=16;omega_m=0.1658,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_16_hlist_0.20000.list,true,1044,1044,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_16_hlist_0.25000.list,true,2217,2217,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_16_hlist_0.51209.list,true,5860,5860,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_16_hlist_0.75065.list,true,6369,6369,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_16_hlist_1.00000.list,true,6890,6890,train,test,train,NONE
LH_17,17,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_17;universe_index=17;omega_m=0.2802,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_17_hlist_0.20000.list,true,3578,3578,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_17_hlist_0.25000.list,true,5152,5152,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_17_hlist_0.51209.list,true,7539,7539,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_17_hlist_0.75065.list,true,7306,7306,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_17_hlist_1.00000.list,true,7446,7446,train,validation,train,NONE
LH_18,18,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_18;universe_index=18;omega_m=0.4578,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_18_hlist_0.20000.list,true,7088,7088,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_18_hlist_0.25000.list,true,8381,8381,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_18_hlist_0.51209.list,true,8128,8128,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_18_hlist_0.75065.list,true,7031,7031,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_18_hlist_1.00000.list,true,6550,6550,train,train,train,NONE
LH_19,19,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_19;universe_index=19;omega_m=0.3062,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_19_hlist_0.20000.list,true,6562,6562,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_19_hlist_0.25000.list,true,7568,7568,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_19_hlist_0.51209.list,true,7383,7383,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_19_hlist_0.75065.list,true,6455,6455,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_19_hlist_1.00000.list,true,6413,6413,test,train,validation,NONE
LH_20,20,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_20;universe_index=20;omega_m=0.1398,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_20_hlist_0.20000.list,true,1317,1317,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_20_hlist_0.25000.list,true,2483,2483,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_20_hlist_0.51209.list,true,5253,5253,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_20_hlist_0.75065.list,true,5782,5782,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_20_hlist_1.00000.list,true,6348,6348,train,train,train,NONE
LH_21,21,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_21;universe_index=21;omega_m=0.1342,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_21_hlist_0.20000.list,true,2329,2329,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_21_hlist_0.25000.list,true,3586,3586,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_21_hlist_0.51209.list,true,5247,5247,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_21_hlist_0.75065.list,true,5182,5182,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_21_hlist_1.00000.list,true,5622,5622,test,test,train,NONE
LH_22,22,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_22;universe_index=22;omega_m=0.1738,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_22_hlist_0.20000.list,true,3105,3105,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_22_hlist_0.25000.list,true,4488,4488,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_22_hlist_0.51209.list,true,6270,6270,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_22_hlist_0.75065.list,true,6139,6139,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_22_hlist_1.00000.list,true,6437,6437,train,train,train,NONE
LH_23,23,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_23;universe_index=23;omega_m=0.3642,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_23_hlist_0.20000.list,true,7570,7570,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_23_hlist_0.25000.list,true,8261,8261,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_23_hlist_0.51209.list,true,7262,7262,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_23_hlist_0.75065.list,true,6273,6273,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_23_hlist_1.00000.list,true,6006,6006,train,train,validation,NONE
LH_24,24,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_24;universe_index=24;omega_m=0.1966,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_24_hlist_0.20000.list,true,2115,2115,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_24_hlist_0.25000.list,true,3660,3660,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_24_hlist_0.51209.list,true,6457,6457,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_24_hlist_0.75065.list,true,6533,6533,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_24_hlist_1.00000.list,true,6835,6835,train,test,train,NONE
LH_25,25,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_25;universe_index=25;omega_m=0.3226,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_25_hlist_0.20000.list,true,6745,6745,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_25_hlist_0.25000.list,true,7654,7654,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_25_hlist_0.51209.list,true,6986,6986,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_25_hlist_0.75065.list,true,6229,6229,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_25_hlist_1.00000.list,true,6226,6226,test,train,test,NONE
LH_26,26,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_26;universe_index=26;omega_m=0.1798,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_26_hlist_0.20000.list,true,4513,4513,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_26_hlist_0.25000.list,true,5801,5801,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_26_hlist_0.51209.list,true,5721,5721,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_26_hlist_0.75065.list,true,5106,5106,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_26_hlist_1.00000.list,true,5451,5451,train,validation,train,NONE
LH_27,27,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_27;universe_index=27;omega_m=0.3818,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_27_hlist_0.20000.list,true,6425,6425,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_27_hlist_0.25000.list,true,7613,7613,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_27_hlist_0.51209.list,true,7647,7647,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_27_hlist_0.75065.list,true,6794,6794,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_27_hlist_1.00000.list,true,6518,6518,test,train,test,NONE
LH_28,28,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_28;universe_index=28;omega_m=0.267,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_28_hlist_0.20000.list,true,6091,6091,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_28_hlist_0.25000.list,true,7220,7220,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_28_hlist_0.51209.list,true,6692,6692,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_28_hlist_0.75065.list,true,5923,5923,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_28_hlist_1.00000.list,true,6000,6000,train,test,test,NONE
LH_29,29,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_29;universe_index=29;omega_m=0.157,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_29_hlist_0.20000.list,true,3290,3290,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_29_hlist_0.25000.list,true,4650,4650,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_29_hlist_0.51209.list,true,5356,5356,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_29_hlist_0.75065.list,true,5076,5076,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_29_hlist_1.00000.list,true,5476,5476,validation,test,test,NONE
LH_30,30,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_30;universe_index=30;omega_m=0.137,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_30_hlist_0.20000.list,true,2111,2111,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_30_hlist_0.25000.list,true,3373,3373,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_30_hlist_0.51209.list,true,5689,5689,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_30_hlist_0.75065.list,true,5704,5704,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_30_hlist_1.00000.list,true,6155,6155,test,train,train,NONE
LH_31,31,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_31;universe_index=31;omega_m=0.4978,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_31_hlist_0.20000.list,true,5376,5376,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_31_hlist_0.25000.list,true,6988,6988,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_31_hlist_0.51209.list,true,9059,9059,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_31_hlist_0.75065.list,true,8112,8112,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_31_hlist_1.00000.list,true,7801,7801,validation,validation,test,NONE
LH_32,32,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_32;universe_index=32;omega_m=0.2998,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_32_hlist_0.20000.list,true,6522,6522,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_32_hlist_0.25000.list,true,7469,7469,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_32_hlist_0.51209.list,true,7428,7428,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_32_hlist_0.75065.list,true,6650,6650,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_32_hlist_1.00000.list,true,6663,6663,test,test,train,NONE
