artifact_path,artifact_type,likely_experiment_family,referenced_experiments,referenced_datasets,appears_current,appears_stale,mapping_confidence,notes
notebooks/visualization/outputs/11_u1000_top1000_training_universe_scaling/train50_true_vs_predicted_target_zoom.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/11_u1000_top1000_training_universe_scaling/train700_true_vs_predicted_target_zoom.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/fig01_test_mae_vs_topn.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/fig02_parity_seed42.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/fig02b_parity_seed123.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/fig02c_parity_seed2025.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/fig03_residual_vs_truth_seed42.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/fig04_prediction_spread_ratio_vs_topn.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/table01_experiment_integrity.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/table02_main_performance.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/table03_marginal_scaling_gains.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/table04_prediction_collapse_per_seed.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/table05_prediction_collapse_summary.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/table06_top1500_vs_top2000.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/table07_generalization.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/12_u1000_topn_halo_scaling_analysis/table08_run_provenance.csv,notebook,other,evolvegcn_h_u1000_top1000_sparse_train700_seed123_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top1000_sparse_train700_seed2025_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top1000_sparse_train700_seed42_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top1500_sparse_train700_seed123_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top1500_sparse_train700_seed2025_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top1500_sparse_train700_seed42_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top2000_sparse_train700_seed123_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top2000_sparse_train700_seed2025_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top2000_sparse_train700_seed42_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top500_sparse_train700_seed123_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top500_sparse_train700_seed2025_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top500_sparse_train700_seed42_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top750_sparse_train700_seed123_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top750_sparse_train700_seed2025_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top750_sparse_train700_seed42_none_h32_l2_mean_temporal_mean_linear;static_gcn_u1000_top1000_sparse_train700_seed123_none_h32_l3_mean_mlp_final;static_gcn_u1000_top1000_sparse_train700_seed2025_none_h32_l3_mean_mlp_final;static_gcn_u1000_top1000_sparse_train700_seed42_none_h32_l3_mean_mlp_final;static_gcn_u1000_top1500_sparse_train700_seed123_none_h32_l3_mean_mlp_final;static_gcn_u1000_top1500_sparse_train700_seed2025_none_h32_l3_mean_mlp_final;static_gcn_u1000_top1500_sparse_train700_seed42_none_h32_l3_mean_mlp_final;static_gcn_u1000_top2000_sparse_train700_seed123_none_h32_l3_mean_mlp_final;static_gcn_u1000_top2000_sparse_train700_seed2025_none_h32_l3_mean_mlp_final;static_gcn_u1000_top2000_sparse_train700_seed42_none_h32_l3_mean_mlp_final;static_gcn_u1000_top500_sparse_train700_seed123_none_h32_l3_mean_mlp_final;static_gcn_u1000_top500_sparse_train700_seed2025_none_h32_l3_mean_mlp_final;static_gcn_u1000_top500_sparse_train700_seed42_none_h32_l3_mean_mlp_final;static_gcn_u1000_top750_sparse_train700_seed123_none_h32_l3_mean_mlp_final;static_gcn_u1000_top750_sparse_train700_seed2025_none_h32_l3_mean_mlp_final;static_gcn_u1000_top750_sparse_train700_seed42_none_h32_l3_mean_mlp_final,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/fig01_test_mae_vs_topn.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/fig02_engineered_summary_models.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/fig03_deepsets_vs_static_paired.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/fig04a_parity_top500_seed42.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/fig04b_parity_top1000_seed42.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/fig04c_parity_top1500_seed42.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/fig04d_parity_top2000_seed42.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/fig04e_parity_top2000_seed123.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/fig04f_parity_top2000_seed2025.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/fig05_prediction_slope_vs_topn.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/fig06_prediction_spread_ratio_vs_topn.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/fig07_residual_vs_truth_top2000_seed42.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/fig08_generalization.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/table01_information_budget.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/table02_main_performance.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/table03_per_seed_performance.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/table04_representation_hierarchy.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/table05_deepsets_vs_static.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/table06_prediction_compression.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/table07_generalization.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/table08_topn_marginal_gains.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/table09_scientific_questions.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/13_u1000_representation_model_comparison/table10_run_provenance.csv,notebook,other,deepsets_u1000_top1000_raw7_final_train700_seed123_none_h32_phi3_mean_statichead;deepsets_u1000_top1000_raw7_final_train700_seed2025_none_h32_phi3_mean_statichead;deepsets_u1000_top1000_raw7_final_train700_seed42_none_h32_phi3_mean_statichead;deepsets_u1000_top1500_raw7_final_train700_seed123_none_h32_phi3_mean_statichead;deepsets_u1000_top1500_raw7_final_train700_seed2025_none_h32_phi3_mean_statichead;deepsets_u1000_top1500_raw7_final_train700_seed42_none_h32_phi3_mean_statichead;deepsets_u1000_top2000_raw7_final_train700_seed123_none_h32_phi3_mean_statichead;deepsets_u1000_top2000_raw7_final_train700_seed2025_none_h32_phi3_mean_statichead;deepsets_u1000_top2000_raw7_final_train700_seed42_none_h32_phi3_mean_statichead;deepsets_u1000_top500_raw7_final_train700_seed123_none_h32_phi3_mean_statichead;deepsets_u1000_top500_raw7_final_train700_seed2025_none_h32_phi3_mean_statichead;deepsets_u1000_top500_raw7_final_train700_seed42_none_h32_phi3_mean_statichead;evolvegcn_h_u1000_top1000_sparse_train700_seed123_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top1000_sparse_train700_seed2025_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top1000_sparse_train700_seed42_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top1500_sparse_train700_seed123_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top1500_sparse_train700_seed2025_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top1500_sparse_train700_seed42_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top2000_sparse_train700_seed123_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top2000_sparse_train700_seed2025_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top2000_sparse_train700_seed42_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top500_sparse_train700_seed123_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top500_sparse_train700_seed2025_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top500_sparse_train700_seed42_none_h32_l2_mean_temporal_mean_linear;gradient_boosting_u1000_top1000_summary20_final_train700_seed123_none_t300_lr0p03_d3;gradient_boosting_u1000_top1000_summary20_final_train700_seed2025_none_t300_lr0p03_d3;gradient_boosting_u1000_top1000_summary20_final_train700_seed42_none_t300_lr0p03_d3;gradient_boosting_u1000_top1500_summary20_final_train700_seed123_none_t300_lr0p03_d3;gradient_boosting_u1000_top1500_summary20_final_train700_seed2025_none_t300_lr0p03_d3;gradient_boosting_u1000_top1500_summary20_final_train700_seed42_none_t300_lr0p03_d3;gradient_boosting_u1000_top2000_summary20_final_train700_seed123_none_t300_lr0p03_d3;gradient_boosting_u1000_top2000_summary20_final_train700_seed2025_none_t300_lr0p03_d3;gradient_boosting_u1000_top2000_summary20_final_train700_seed42_none_t300_lr0p03_d3;gradient_boosting_u1000_top500_summary20_final_train700_seed123_none_t300_lr0p03_d3;gradient_boosting_u1000_top500_summary20_final_train700_seed2025_none_t300_lr0p03_d3;gradient_boosting_u1000_top500_summary20_final_train700_seed42_none_t300_lr0p03_d3;mean_baseline_u1000_train700_seed123_targetmean;mean_baseline_u1000_train700_seed2025_targetmean;mean_baseline_u1000_train700_seed42_targetmean;random_forest_u1000_top1000_summary20_final_train700_seed123_none_t300_leaf2;random_forest_u1000_top1000_summary20_final_train700_seed2025_none_t300_leaf2;random_forest_u1000_top1000_summary20_final_train700_seed42_none_t300_leaf2;random_forest_u1000_top1500_summary20_final_train700_seed123_none_t300_leaf2;random_forest_u1000_top1500_summary20_final_train700_seed2025_none_t300_leaf2;random_forest_u1000_top1500_summary20_final_train700_seed42_none_t300_leaf2;random_forest_u1000_top2000_summary20_final_train700_seed123_none_t300_leaf2;random_forest_u1000_top2000_summary20_final_train700_seed2025_none_t300_leaf2;random_forest_u1000_top2000_summary20_final_train700_seed42_none_t300_leaf2;random_forest_u1000_top500_summary20_final_train700_seed123_none_t300_leaf2;random_forest_u1000_top500_summary20_final_train700_seed2025_none_t300_leaf2,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/fig01_temporal_mae_vs_t.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/fig02_marginal_temporal_mae.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/fig03_parity_seed42_t1_t5.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/fig04_prediction_slope_vs_t.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/fig05_spread_ratio_vs_t.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/fig06_pooling_mae_comparison.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/fig07_pooling_paired_deltas.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/fig08_pooling_parity_seed42.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/fig09_pooling_compression.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/fig10_pooling_residuals.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/fig11_generalization.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/fig12_static_context.png,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/table01_experimental_design.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/table02_depth_per_seed_metrics.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/table03_depth_aggregate_metrics.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/table04_adjacent_temporal_changes.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/table05_t1_relative_differences.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/table06_pooling_per_seed_metrics.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/table07_pooling_aggregate_metrics.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/table08_pooling_deltas.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/table09_compression_diagnostics.csv,notebook,prediction_collapse_diagnostic,,,unknown,false,medium,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/table10_generalization_diagnostics.csv,notebook,prediction_collapse_diagnostic,,,unknown,false,medium,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/table11_static_context.csv,notebook,other,,,unknown,false,low,
notebooks/visualization/outputs/14_u1000_temporal_context_and_pooling_analysis/table12_provenance_control_inventory.csv,notebook,other,evolvegcn_h_u1000_top1500_sparse_train700_seed123_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top1500_sparse_train700_seed2025_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top1500_sparse_train700_seed42_none_h32_l2_mean_temporal_mean_linear;evolvegcn_h_u1000_top1500_t2_ctxsuffix_sparse_train700_seed123_none_h32_l2_gmean_tlast_linear;evolvegcn_h_u1000_top1500_t2_ctxsuffix_sparse_train700_seed123_none_h32_l2_gmean_tmean_linear;evolvegcn_h_u1000_top1500_t2_ctxsuffix_sparse_train700_seed2025_none_h32_l2_gmean_tlast_linear;evolvegcn_h_u1000_top1500_t2_ctxsuffix_sparse_train700_seed2025_none_h32_l2_gmean_tmean_linear;evolvegcn_h_u1000_top1500_t2_ctxsuffix_sparse_train700_seed42_none_h32_l2_gmean_tlast_linear;evolvegcn_h_u1000_top1500_t2_ctxsuffix_sparse_train700_seed42_none_h32_l2_gmean_tmean_linear;evolvegcn_h_u1000_top1500_t5_ctxsuffix_sparse_train700_seed123_none_h32_l2_gmean_tlast_linear;evolvegcn_h_u1000_top1500_t5_ctxsuffix_sparse_train700_seed2025_none_h32_l2_gmean_tlast_linear;evolvegcn_h_u1000_top1500_t5_ctxsuffix_sparse_train700_seed42_none_h32_l2_gmean_tlast_linear,,unknown,false,low,
outputs/audit/experiment_architecture_audit.csv,output_summary,other,evolvegcn_h_100u_seed123;evolvegcn_h_100u_seed2025;evolvegcn_h_100u_seed42;evolvegcn_h_200u_seed123;evolvegcn_h_200u_seed123_final32;evolvegcn_h_200u_seed2025;evolvegcn_h_200u_seed2025_final32;evolvegcn_h_200u_seed42;evolvegcn_h_200u_seed42_final32;evolvegcn_h_20u_seed123;evolvegcn_h_20u_seed2025;evolvegcn_h_20u_seed42;evolvegcn_h_50u_seed123;evolvegcn_h_50u_seed2025;evolvegcn_h_50u_seed42;mean_baseline_100u_seed123;mean_baseline_100u_seed2025;mean_baseline_100u_seed42;mean_baseline_200u_seed123;mean_baseline_200u_seed2025;mean_baseline_200u_seed42;mean_baseline_20u_seed123;mean_baseline_20u_seed2025;mean_baseline_20u_seed42;mean_baseline_50u_seed123;mean_baseline_50u_seed2025;mean_baseline_50u_seed42;static_gcn_100u_seed123;static_gcn_100u_seed2025;static_gcn_100u_seed42;static_gcn_200u_seed123;static_gcn_200u_seed123_final32;static_gcn_200u_seed2025;static_gcn_200u_seed2025_final32;static_gcn_200u_seed42;static_gcn_200u_seed42_final32;static_gcn_20u_seed123;static_gcn_20u_seed2025;static_gcn_20u_seed42;static_gcn_50u_seed123;static_gcn_50u_seed2025;static_gcn_50u_seed42,,unknown,false,low,
outputs/audit/main_experiment_architecture_audit_after_archive.csv,output_summary,other,evolvegcn_h_100u_seed2025;evolvegcn_h_100u_seed42;evolvegcn_h_200u_seed123;evolvegcn_h_200u_seed123_final32;evolvegcn_h_200u_seed2025;evolvegcn_h_200u_seed2025_final32;evolvegcn_h_200u_seed42;evolvegcn_h_200u_seed42_final32;evolvegcn_h_20u_seed2025;evolvegcn_h_20u_seed42;evolvegcn_h_50u_seed2025;evolvegcn_h_50u_seed42;mean_baseline_100u_seed123;mean_baseline_100u_seed2025;mean_baseline_100u_seed42;mean_baseline_200u_seed123;mean_baseline_200u_seed2025;mean_baseline_200u_seed42;mean_baseline_20u_seed123;mean_baseline_20u_seed2025;mean_baseline_20u_seed42;mean_baseline_50u_seed123;mean_baseline_50u_seed2025;mean_baseline_50u_seed42;static_gcn_100u_seed2025;static_gcn_100u_seed42;static_gcn_200u_seed123;static_gcn_200u_seed123_final32;static_gcn_200u_seed2025;static_gcn_200u_seed2025_final32;static_gcn_200u_seed42;static_gcn_200u_seed42_final32;static_gcn_20u_seed2025;static_gcn_20u_seed42;static_gcn_50u_seed2025;static_gcn_50u_seed42,,unknown,false,low,
outputs/canonical_experiment_summary.csv,output_summary,other,evolvegcn_h_500u_top500_h32_seed42;evolvegcn_h_500u_top500_h32_seed42_none_norm;static_gcn_top500_final_snapshot_same_split_h32_seed42;static_graphsage_500u_top500_final_snapshot_h32_seed42;summary_features_500u_none_top500_matched_seed42;summary_features_temporal_500u_top500_matched_seed42,,unknown,false,low,
outputs/clean_200u_final32_comparison.csv,output_summary,other,evolvegcn_h_200u_seed123;evolvegcn_h_200u_seed123_final32;evolvegcn_h_200u_seed2025;evolvegcn_h_200u_seed2025_final32;evolvegcn_h_200u_seed42;evolvegcn_h_200u_seed42_final32;mean_baseline_200u_seed123;mean_baseline_200u_seed2025;mean_baseline_200u_seed42;static_gcn_200u_seed123;static_gcn_200u_seed123_final32;static_gcn_200u_seed2025;static_gcn_200u_seed2025_final32;static_gcn_200u_seed42;static_gcn_200u_seed42_final32,,unknown,false,low,
outputs/edge_length_distribution_top500_none.png,output_artifact,other,,,unknown,false,low,
outputs/evolvegcn_500top500_vs_750top1000_5seed_group_summary.csv,output_summary,other,,,unknown,false,low,
outputs/evolvegcn_500top500_vs_750top1000_5seed_table.csv,output_summary,other,evolvegcn_h_500u_top500_h32_seed123_none;evolvegcn_h_500u_top500_h32_seed2025_none;evolvegcn_h_500u_top500_h32_seed42;evolvegcn_h_500u_top500_h32_seed42_none_norm;evolvegcn_h_500u_top500_h32_seed777_none;evolvegcn_h_500u_top500_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed999_none,,,true,low,known stale candidate; metric values disagree with current raw experiment files
outputs/evolvegcn_500top500_vs_750top1000_group_summary.csv,output_summary,other,,,unknown,false,low,
outputs/evolvegcn_500top500_vs_750top1000_seed_table.csv,output_summary,other,evolvegcn_h_500u_top500_h32_seed123_none;evolvegcn_h_500u_top500_h32_seed2025_none;evolvegcn_h_500u_top500_h32_seed777_none;evolvegcn_h_500u_top500_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed999_none,,unknown,false,low,
outputs/evolvegcn_500u_vs_750u_results/combined_metric_comparison.png,output_artifact,top_n_scaling,,,unknown,false,medium,
