dataset_path,dataset_filename,metadata_path,dataset_format,universe_count,universe_ids,universe_population,dataset_type,number_of_snapshots,snapshot_identities,top_n,raw_halo_count_before_selection,selection_variable,selection_order,node_features,normalization,normalization_scope,target_normalization,target_source,periodic,k,box_size,padding_policy,mask_policy,dataset_creation_timestamp,dataset_config_hash,dataset_metadata_hash,expected_nested_relation_with_smaller_top_n,compatibility_class,reusable_status,notes
data/processed/static_50u_logmass_none_top100_periodic_knn/camels_50u_static_logmass_none_top100_periodic_knn.pt,camels_50u_static_logmass_none_top100_periodic_knn.pt,data/processed/static_50u_logmass_none_top100_periodic_knn/camels_50u_static_logmass_none_top100_periodic_knn.metadata.json,static_final_snapshot,50,LH_0..LH_49,canonical first 50 CAMELS-SIMBA LH universes,static_final_snapshot_graphs,1,final snapshot a=1.0; exact match for all universes=True,100,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,none,none after log10(Mvir),False,outputs/target_inspection_50u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,c4e00f2ce2f02ec12a121f0fc54fa2e8d6bf3bf1ad039285bdb3a6c8a673b56b,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
data/processed/static_50u_logmass_zscore_top100_periodic_knn/camels_50u_static_logmass_zscore_top100_periodic_knn.pt,camels_50u_static_logmass_zscore_top100_periodic_knn.pt,data/processed/static_50u_logmass_zscore_top100_periodic_knn/camels_50u_static_logmass_zscore_top100_periodic_knn.metadata.json,static_final_snapshot,50,LH_0..LH_49,canonical first 50 CAMELS-SIMBA LH universes,static_final_snapshot_graphs,1,final snapshot a=1.0; exact match for all universes=True,100,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,zscore,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_50u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,cb1c8726cf445f6ef0b18260e7e36b6392791b6d009d522ec92060a4eba052bb,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
data/processed/temporal_100u_minmax/camels_100u_temporal_logmass_minmax_top100_periodic_knn.pt,camels_100u_temporal_logmass_minmax_top100_periodic_knn.pt,data/processed/temporal_100u_minmax/camels_100u_temporal_logmass_minmax_top100_periodic_knn.metadata.json,temporal,100,LH_0..LH_99,canonical first 100 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,100,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_100u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,61081bfb87a688ae9acea6aaeaa50f9cbb2ac19ebdac50092bbac9cffe2094d1,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
data/processed/temporal_1u_minmax/camels_1u_temporal_logmass_minmax_top100_periodic_knn.pt,camels_1u_temporal_logmass_minmax_top100_periodic_knn.pt,data/processed/temporal_1u_minmax/camels_1u_temporal_logmass_minmax_top100_periodic_knn.metadata.json,temporal,1,LH_0..LH_0,canonical first 1 CAMELS-SIMBA LH universes,temporal_graph_sequences_debug,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,100,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_20u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,9eefcc06c5c0f20cef2d248de5d990deecc06b2f4fdaa3284498d1828b991b44,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
data/processed/temporal_200u_minmax/camels_200u_temporal_logmass_minmax_top100_periodic_knn.pt,camels_200u_temporal_logmass_minmax_top100_periodic_knn.pt,data/processed/temporal_200u_minmax/camels_200u_temporal_logmass_minmax_top100_periodic_knn.metadata.json,temporal,200,LH_0..LH_199,canonical first 200 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,100,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_200u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,6667c2b0f2b866f8e54f7bfdfe6fa4d6c8820d6506fab7e642f7ed2b6ea94c9a,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
data/processed/temporal_20u_minmax/camels_20u_temporal_logmass_minmax_top100_periodic_knn.pt,camels_20u_temporal_logmass_minmax_top100_periodic_knn.pt,data/processed/temporal_20u_minmax/camels_20u_temporal_logmass_minmax_top100_periodic_knn.metadata.json,temporal,20,LH_0..LH_19,canonical first 20 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,100,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_20u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,53748e982b8e055c53b84d2e63fcd7bcd0df628fc88c44f82b79a272e36649dd,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
data/processed/temporal_500u_logmass_minmax_top100_periodic_knn_k12/camels_500u_temporal_logmass_minmax_top100_periodic_knn_k12.pt,camels_500u_temporal_logmass_minmax_top100_periodic_knn_k12.pt,data/processed/temporal_500u_logmass_minmax_top100_periodic_knn_k12/camels_500u_temporal_logmass_minmax_top100_periodic_knn_k12.metadata.json,temporal,500,LH_0..LH_499,canonical first 500 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,100,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_500u.csv,True,12,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,fa006286fcbc54bd28abbd245328249c66f40d3be3dc30847d8d6d32e9a06655,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
data/processed/temporal_500u_logmass_minmax_top100_periodic_knn_k4/camels_500u_temporal_logmass_minmax_top100_periodic_knn_k4.pt,camels_500u_temporal_logmass_minmax_top100_periodic_knn_k4.pt,data/processed/temporal_500u_logmass_minmax_top100_periodic_knn_k4/camels_500u_temporal_logmass_minmax_top100_periodic_knn_k4.metadata.json,temporal,500,LH_0..LH_499,canonical first 500 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,100,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_500u.csv,True,4,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,e7186d4540b761b530fc2aff5fd8455aedf3fc24320dd48d02bd88f074686f92,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
data/processed/temporal_500u_logmass_minmax_top100_periodic_knn_k6/camels_500u_temporal_logmass_minmax_top100_periodic_knn_k6.pt,camels_500u_temporal_logmass_minmax_top100_periodic_knn_k6.pt,data/processed/temporal_500u_logmass_minmax_top100_periodic_knn_k6/camels_500u_temporal_logmass_minmax_top100_periodic_knn_k6.metadata.json,temporal,500,LH_0..LH_499,canonical first 500 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,100,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_500u.csv,True,6,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,4ee8f91a6ac030db6b42a5f60952a4355e5b666bd680f7f9228425910fc60be6,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
data/processed/temporal_500u_minmax/camels_500u_temporal_logmass_minmax_top100_periodic_knn.pt,camels_500u_temporal_logmass_minmax_top100_periodic_knn.pt,data/processed/temporal_500u_minmax/camels_500u_temporal_logmass_minmax_top100_periodic_knn.metadata.json,temporal,500,LH_0..LH_499,canonical first 500 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,100,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_500u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,3b5c2b677a8340a62187d1115ce759ebbe80fe3e0d5cc5716d361bc179b24ecc,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,canonical_topn_dataset,reusable_lightweight_metadata,
data/processed/temporal_500u_minmax_top200_periodic_knn/camels_500u_temporal_logmass_minmax_top200_periodic_knn.pt,camels_500u_temporal_logmass_minmax_top200_periodic_knn.pt,data/processed/temporal_500u_minmax_top200_periodic_knn/camels_500u_temporal_logmass_minmax_top200_periodic_knn.metadata.json,temporal,500,LH_0..LH_499,canonical first 500 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,200,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_500u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,4e5e89f5a37c88383aa4e11a1ef4f08402289a734d3f2f6179015faea7c0fc12,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,canonical_topn_dataset,reusable_lightweight_metadata,
data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.metadata.json,temporal,500,LH_0..LH_499,canonical first 500 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,500,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_500u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,8179cc7770b79c1d8d9fd8ba132082b8f3c89c652f9b45ae85c343f9a9fa6da6,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,canonical_topn_dataset,reusable_lightweight_metadata,
data/processed/temporal_500u_none_top500_periodic_knn/camels_500u_temporal_logmass_none_top500_periodic_knn.pt,camels_500u_temporal_logmass_none_top500_periodic_knn.pt,data/processed/temporal_500u_none_top500_periodic_knn/camels_500u_temporal_logmass_none_top500_periodic_knn.metadata.json,temporal,500,LH_0..LH_499,canonical first 500 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,500,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,none,none after log10(Mvir),False,outputs/target_inspection_500u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,af08ca784ca50c1301ffef1b69c0da65f4cf047a979cfd0489137d4722538cd3,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
data/processed/temporal_500u_zscore_top500_periodic_knn/camels_500u_temporal_logmass_zscore_top500_periodic_knn.pt,camels_500u_temporal_logmass_zscore_top500_periodic_knn.pt,data/processed/temporal_500u_zscore_top500_periodic_knn/camels_500u_temporal_logmass_zscore_top500_periodic_knn.metadata.json,temporal,500,LH_0..LH_499,canonical first 500 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,500,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,zscore,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_500u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,997a42ca64b682e05858e14615e5783aa5a918382edfdb436feba338f513f1b0,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
data/processed/temporal_50u_minmax/camels_50u_temporal_logmass_minmax_top100_periodic_knn.pt,camels_50u_temporal_logmass_minmax_top100_periodic_knn.pt,data/processed/temporal_50u_minmax/camels_50u_temporal_logmass_minmax_top100_periodic_knn.metadata.json,temporal,50,LH_0..LH_49,canonical first 50 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,100,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_50u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,96ce468f946daa10bd1ba58261139e195980b4700ba9c1571fa3c74f80e387bc,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
data/processed/temporal_50u_none/camels_50u_temporal_logmass_none_top100_periodic_knn.pt,camels_50u_temporal_logmass_none_top100_periodic_knn.pt,data/processed/temporal_50u_none/camels_50u_temporal_logmass_none_top100_periodic_knn.metadata.json,temporal,50,LH_0..LH_49,canonical first 50 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,100,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,none,none after log10(Mvir),False,outputs/target_inspection_50u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,d4728c9f26d273655910ac68345ebcd8798f8c1eab1bbfe4d4fd71ac54dff8b9,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
data/processed/temporal_50u_zscore/camels_50u_temporal_logmass_zscore_top100_periodic_knn.pt,camels_50u_temporal_logmass_zscore_top100_periodic_knn.pt,data/processed/temporal_50u_zscore/camels_50u_temporal_logmass_zscore_top100_periodic_knn.metadata.json,temporal,50,LH_0..LH_49,canonical first 50 CAMELS-SIMBA LH universes,temporal_graph_sequences,5,five sorted raw hlist scale factors; exact identities not persisted in the dataset-level sidecar,100,not recorded in dataset-level sidecar,raw Mvir (col_10),descending,log10_Mvir|X|Y|Z|VX|VY|VZ,zscore,per_universe_per_snapshot_per_feature,False,outputs/target_inspection_50u.csv,True,8,25.0,zero-pad features and raw positions after normalization when fewer than Top-N,1 real node; 0 padded node; padded nodes disconnected,not reliably recorded,not recorded,b4ab176508370aa2a9ec27cac5e435daf630995426f83d5419ed70df0f0e6ea7,expected from identical raw-Mvir descending selection; not byte-proven; tie caveat,alternative_dataset_protocol,reusable_lightweight_metadata,
