decision_scope,family_identifier,model,dataset_path,graph_pooling,seed,hidden_dim,num_layers,batch_size,temporal_pooling,head_type,split_source,proposed_experiment_name,decision,reason
optional_extension_not_required,evolvegcn_750u_top1000_none_h32_l2_tlast_linear,EvolveGCN-H,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,mean_max,123,32,2,4,last,linear,matching existing mean seed 123 config,evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax_temporal_last,do_not_train_for_current_thesis,optional temporal-last extension; must remain separate from temporal mean
optional_extension_not_required,evolvegcn_750u_top1000_none_h32_l2_tlast_linear,EvolveGCN-H,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,mean_max,777,32,2,4,last,linear,matching existing mean seed 777 config,evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax_temporal_last,do_not_train_for_current_thesis,optional temporal-last extension; must remain separate from temporal mean
optional_extension_not_required,evolvegcn_750u_top1000_none_h32_l2_tlast_linear,EvolveGCN-H,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,mean_max,999,32,2,4,last,linear,matching existing mean seed 999 config,evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax_temporal_last,do_not_train_for_current_thesis,optional temporal-last extension; must remain separate from temporal mean
optional_extension_not_required,evolvegcn_750u_top1000_none_h32_l2_tlast_linear,EvolveGCN-H,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,mean_max,2025,32,2,4,last,linear,matching existing mean seed 2025 config,evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax_temporal_last,do_not_train_for_current_thesis,optional temporal-last extension; must remain separate from temporal mean
optional_extension_not_required,static_gcn_500u_top500_minmax_h32_l3,Static GCN,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,max,42,32,3,8,not_applicable,static_mlp_readout,matching existing mean seed 42 config,static_gcn_500u_top500_final_snapshot_h32_seed42_minmax_max,do_not_train_for_current_thesis,optional Static model-stratified extension; ten new runs are not required
optional_extension_not_required,static_gcn_500u_top500_minmax_h32_l3,Static GCN,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,max,123,32,3,8,not_applicable,static_mlp_readout,matching existing mean seed 123 config,static_gcn_500u_top500_final_snapshot_h32_seed123_minmax_max,do_not_train_for_current_thesis,optional Static model-stratified extension; ten new runs are not required
optional_extension_not_required,static_gcn_500u_top500_minmax_h32_l3,Static GCN,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,max,777,32,3,8,not_applicable,static_mlp_readout,matching existing mean seed 777 config,static_gcn_500u_top500_final_snapshot_h32_seed777_minmax_max,do_not_train_for_current_thesis,optional Static model-stratified extension; ten new runs are not required
optional_extension_not_required,static_gcn_500u_top500_minmax_h32_l3,Static GCN,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,max,999,32,3,8,not_applicable,static_mlp_readout,matching existing mean seed 999 config,static_gcn_500u_top500_final_snapshot_h32_seed999_minmax_max,do_not_train_for_current_thesis,optional Static model-stratified extension; ten new runs are not required
optional_extension_not_required,static_gcn_500u_top500_minmax_h32_l3,Static GCN,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,max,2025,32,3,8,not_applicable,static_mlp_readout,matching existing mean seed 2025 config,static_gcn_500u_top500_final_snapshot_h32_seed2025_minmax_max,do_not_train_for_current_thesis,optional Static model-stratified extension; ten new runs are not required
optional_extension_not_required,static_gcn_500u_top500_minmax_h32_l3,Static GCN,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,mean_max,42,32,3,8,not_applicable,static_mlp_readout,matching existing mean seed 42 config,static_gcn_500u_top500_final_snapshot_h32_seed42_minmax_mean_max,do_not_train_for_current_thesis,optional Static model-stratified extension; ten new runs are not required
optional_extension_not_required,static_gcn_500u_top500_minmax_h32_l3,Static GCN,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,mean_max,123,32,3,8,not_applicable,static_mlp_readout,matching existing mean seed 123 config,static_gcn_500u_top500_final_snapshot_h32_seed123_minmax_mean_max,do_not_train_for_current_thesis,optional Static model-stratified extension; ten new runs are not required
optional_extension_not_required,static_gcn_500u_top500_minmax_h32_l3,Static GCN,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,mean_max,777,32,3,8,not_applicable,static_mlp_readout,matching existing mean seed 777 config,static_gcn_500u_top500_final_snapshot_h32_seed777_minmax_mean_max,do_not_train_for_current_thesis,optional Static model-stratified extension; ten new runs are not required
optional_extension_not_required,static_gcn_500u_top500_minmax_h32_l3,Static GCN,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,mean_max,999,32,3,8,not_applicable,static_mlp_readout,matching existing mean seed 999 config,static_gcn_500u_top500_final_snapshot_h32_seed999_minmax_mean_max,do_not_train_for_current_thesis,optional Static model-stratified extension; ten new runs are not required
optional_extension_not_required,static_gcn_500u_top500_minmax_h32_l3,Static GCN,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,mean_max,2025,32,3,8,not_applicable,static_mlp_readout,matching existing mean seed 2025 config,static_gcn_500u_top500_final_snapshot_h32_seed2025_minmax_mean_max,do_not_train_for_current_thesis,optional Static model-stratified extension; ten new runs are not required
optional_extension_not_required,static_graphsage_500u_top500_minmax_h32_l3_seed42_anchor,Static GraphSAGE,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,max,42,32,3,8,not_applicable,static_mlp_readout,matching existing mean seed 42 config,static_graphsage_500u_top500_final_snapshot_h32_seed42_minmax_max,do_not_train_for_current_thesis,optional architecture pilot extension; not part of canonical Static GCN
optional_extension_not_required,static_graphsage_500u_top500_minmax_h32_l3_seed42_anchor,Static GraphSAGE,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,mean_max,42,32,3,8,not_applicable,static_mlp_readout,matching existing mean seed 42 config,static_graphsage_500u_top500_final_snapshot_h32_seed42_minmax_mean_max,do_not_train_for_current_thesis,optional architecture pilot extension; not part of canonical Static GCN
