head_type,seed,universe_id,target,prediction
linear,123,LH_668,0.31859999895095825,0.3696441054344177
linear,123,LH_724,0.16619999706745148,0.23098666965961456
linear,123,LH_548,0.17419999837875366,0.22625687718391418
linear,123,LH_8,0.4018000066280365,0.395364910364151
linear,123,LH_443,0.36660000681877136,0.3769944906234741
linear,123,LH_677,0.21220000088214874,0.2713671922683716
linear,123,LH_679,0.31940001249313354,0.3196490406990051
linear,123,LH_363,0.47859999537467957,0.5023746490478516
linear,123,LH_681,0.3142000138759613,0.32428815960884094
linear,123,LH_64,0.17739999294281006,0.19352096319198608
linear,123,LH_111,0.3986000120639801,0.3592737317085266
linear,123,LH_0,0.1462000012397766,0.18609043955802917
linear,123,LH_430,0.20900000631809235,0.22414878010749817
linear,123,LH_691,0.40139999985694885,0.37218689918518066
linear,123,LH_278,0.15780000388622284,0.21958863735198975
linear,123,LH_656,0.460999995470047,0.3841697871685028
linear,123,LH_262,0.2766000032424927,0.2277745008468628
linear,123,LH_713,0.4498000144958496,0.42664846777915955
linear,123,LH_197,0.23579999804496765,0.26598042249679565
linear,123,LH_667,0.1826000064611435,0.264165461063385
linear,123,LH_137,0.3709999918937683,0.36363744735717773
linear,123,LH_10,0.16019999980926514,0.27868223190307617
linear,123,LH_45,0.3181999921798706,0.419895738363266
linear,123,LH_472,0.3601999878883362,0.3514811098575592
linear,123,LH_387,0.4041999876499176,0.36047202348709106
linear,123,LH_455,0.16820000112056732,0.13497331738471985
linear,123,LH_741,0.33340001106262207,0.41409555077552795
linear,123,LH_157,0.22020000219345093,0.20352551341056824
linear,123,LH_181,0.387800008058548,0.5037007331848145
linear,123,LH_495,0.20020000636577606,0.20728948712348938
linear,123,LH_557,0.33059999346733093,0.3509179949760437
linear,123,LH_238,0.33180001378059387,0.3040508031845093
linear,123,LH_645,0.31700000166893005,0.41321203112602234
linear,123,LH_506,0.3294000029563904,0.41792958974838257
linear,123,LH_294,0.2558000087738037,0.2133946567773819
linear,123,LH_61,0.17499999701976776,0.3230190873146057
linear,123,LH_513,0.2029999941587448,0.28372639417648315
linear,123,LH_544,0.42500001192092896,0.3422156572341919
linear,123,LH_415,0.44620001316070557,0.40570127964019775
linear,123,LH_234,0.10740000009536743,0.13998627662658691
linear,123,LH_360,0.12860000133514404,0.24672283232212067
linear,123,LH_13,0.26899999380111694,0.29061654210090637
linear,123,LH_372,0.2282000035047531,0.23384150862693787
linear,123,LH_643,0.3630000054836273,0.6291370987892151
linear,123,LH_90,0.13300000131130219,0.10741741955280304
linear,123,LH_600,0.49219998717308044,0.4644092321395874
linear,123,LH_193,0.38420000672340393,0.3257313370704651
linear,123,LH_16,0.16580000519752502,0.1564185917377472
linear,123,LH_344,0.38100001215934753,0.5332719087600708
linear,123,LH_586,0.14020000398159027,0.26774463057518005
linear,123,LH_396,0.3578000068664551,0.4089219570159912
linear,123,LH_467,0.23019999265670776,0.2585897147655487
linear,123,LH_75,0.13779999315738678,0.17063185572624207
linear,123,LH_400,0.3781999945640564,0.42945975065231323
linear,123,LH_567,0.19699999690055847,0.23821693658828735
linear,123,LH_734,0.3253999948501587,0.33505499362945557
linear,123,LH_342,0.10939999669790268,0.19210250675678253
linear,123,LH_174,0.4302000105381012,0.31263262033462524
linear,123,LH_268,0.29260000586509705,0.3424602150917053
linear,123,LH_673,0.12939999997615814,0.1080220490694046
linear,123,LH_498,0.2637999951839447,0.3424215614795685
linear,123,LH_84,0.15139999985694885,0.27358508110046387
linear,123,LH_185,0.44179999828338623,0.36616188287734985
linear,123,LH_660,0.2513999938964844,0.334206223487854
linear,123,LH_32,0.29980000853538513,0.2544533610343933
linear,123,LH_522,0.10140000283718109,0.05747091770172119
linear,123,LH_383,0.3889999985694885,0.45452749729156494
linear,123,LH_429,0.34540000557899475,0.38434115052223206
linear,123,LH_684,0.4602000117301941,0.4681355655193329
linear,123,LH_533,0.3034000098705292,0.40548673272132874
linear,123,LH_497,0.2770000100135803,0.38599762320518494
linear,123,LH_610,0.3425999879837036,0.3586927652359009
linear,123,LH_682,0.2370000034570694,0.35340675711631775
linear,123,LH_653,0.22660000622272491,0.23830583691596985
linear,123,LH_551,0.3921999931335449,0.4246155321598053
linear,123,LH_444,0.17579999566078186,0.1868404746055603
linear,123,LH_525,0.3653999865055084,0.3572860658168793
linear,123,LH_661,0.37459999322891235,0.34870201349258423
linear,123,LH_407,0.25780001282691956,0.28869742155075073
linear,123,LH_12,0.2913999855518341,0.3008648157119751
linear,123,LH_322,0.10499999672174454,0.15898627042770386
linear,123,LH_578,0.43459999561309814,0.36477285623550415
linear,123,LH_539,0.40459999442100525,0.4552728831768036
linear,123,LH_654,0.44780001044273376,0.44276437163352966
linear,123,LH_623,0.1785999983549118,0.18888673186302185
linear,123,LH_211,0.4153999984264374,0.4770748019218445
linear,123,LH_494,0.428600013256073,0.43767279386520386
linear,123,LH_534,0.16660000383853912,0.17036131024360657
linear,123,LH_351,0.4505999982357025,0.49812838435173035
linear,123,LH_312,0.1754000037908554,0.20857232809066772
linear,123,LH_37,0.11100000143051147,0.15955418348312378
linear,123,LH_480,0.21459999680519104,0.11812010407447815
linear,123,LH_271,0.3862000107765198,0.41780152916908264
linear,123,LH_488,0.21979999542236328,0.29132938385009766
linear,123,LH_587,0.3758000135421753,0.2084064483642578
linear,123,LH_440,0.13899999856948853,0.21713633835315704
linear,123,LH_298,0.2709999978542328,0.24304506182670593
linear,123,LH_21,0.13420000672340393,0.19034764170646667
linear,123,LH_129,0.43299999833106995,0.3212784230709076
linear,123,LH_145,0.121799997985363,0.19961600005626678
linear,123,LH_683,0.32499998807907104,0.3789263069629669
linear,123,LH_94,0.28220000863075256,0.27006182074546814
linear,123,LH_44,0.2962000072002411,0.32869085669517517
linear,123,LH_104,0.3490000069141388,0.3437596261501312
linear,123,LH_459,0.3301999866962433,0.2851395010948181
linear,123,LH_323,0.45660001039505005,0.46845266222953796
linear,123,LH_6,0.12020000070333481,0.16101279854774475
linear,123,LH_71,0.2533999979496002,0.23868641257286072
linear,123,LH_386,0.25540000200271606,0.28650593757629395
linear,123,LH_611,0.26579999923706055,0.23505377769470215
linear,123,LH_747,0.321399986743927,0.38259267807006836
linear,123,LH_446,0.17180000245571136,0.19744957983493805
linear,123,LH_1,0.11980000138282776,0.18576283752918243
linear,123,LH_167,0.2549999952316284,0.22603090107440948
linear,123,LH_251,0.41179999709129333,0.46310803294181824
linear,123,LH_718,0.4690000116825104,0.3182864189147949
linear,123,LH_341,0.26339998841285706,0.28882652521133423
linear,123,LH_574,0.35659998655319214,0.3259282112121582
linear,123,LH_345,0.3393999934196472,0.34125077724456787
linear,123,LH_138,0.39739999175071716,0.3175085186958313
linear,123,LH_163,0.23420000076293945,0.25250163674354553
linear,123,LH_749,0.26460000872612,0.315477192401886
linear,123,LH_348,0.3222000002861023,0.3390590250492096
linear,123,LH_340,0.125,0.16069689393043518
linear,123,LH_575,0.31380000710487366,0.37538573145866394
linear,123,LH_549,0.39820000529289246,0.33798155188560486
linear,123,LH_388,0.16259999573230743,0.21727348864078522
linear,123,LH_39,0.31779998540878296,0.3375323414802551
linear,123,LH_110,0.3361999988555908,0.3630939722061157
linear,123,LH_272,0.2809999883174896,0.33891594409942627
linear,123,LH_417,0.29899999499320984,0.23917444050312042
linear,123,LH_89,0.334199994802475,0.2877403199672699
linear,123,LH_274,0.2750000059604645,0.30402716994285583
linear,123,LH_53,0.16859999299049377,0.24836093187332153
mlp,42,LH_21,0.13420000672340393,0.22715623676776886
mlp,42,LH_346,0.33379998803138733,0.28731492161750793
mlp,42,LH_703,0.1777999997138977,0.23668567836284637
mlp,42,LH_230,0.10300000011920929,0.22715623676776886
mlp,42,LH_253,0.27900001406669617,0.3632190227508545
mlp,42,LH_123,0.2946000099182129,0.30975282192230225
mlp,42,LH_462,0.29499998688697815,0.2870098650455475
mlp,42,LH_529,0.48539999127388,0.43478095531463623
mlp,42,LH_448,0.2773999869823456,0.22715623676776886
mlp,42,LH_590,0.3310000002384186,0.3397834897041321
mlp,42,LH_631,0.2021999955177307,0.22715623676776886
mlp,42,LH_319,0.4986000061035156,0.4667689800262451
mlp,42,LH_205,0.305400013923645,0.27690011262893677
mlp,42,LH_588,0.3553999960422516,0.3483521342277527
mlp,42,LH_648,0.21819999814033508,0.3144376277923584
mlp,42,LH_433,0.12219999730587006,0.22715623676776886
mlp,42,LH_540,0.4885999858379364,0.41726255416870117
mlp,42,LH_640,0.38940000534057617,0.4088386297225952
mlp,42,LH_169,0.44020000100135803,0.35631561279296875
mlp,42,LH_562,0.1565999984741211,0.22715623676776886
mlp,42,LH_486,0.46459999680519104,0.3132898509502411
mlp,42,LH_131,0.40860000252723694,0.3562687039375305
mlp,42,LH_128,0.1581999957561493,0.22715623676776886
mlp,42,LH_545,0.1817999929189682,0.33040088415145874
mlp,42,LH_70,0.3370000123977661,0.2946223020553589
mlp,42,LH_497,0.2770000100135803,0.33785784244537354
mlp,42,LH_87,0.30059999227523804,0.25928935408592224
mlp,42,LH_696,0.22499999403953552,0.27909666299819946
mlp,42,LH_246,0.2313999980688095,0.27629122138023376
mlp,42,LH_59,0.4781999886035919,0.33863312005996704
mlp,42,LH_245,0.43220001459121704,0.428678959608078
mlp,42,LH_314,0.16140000522136688,0.22715623676776886
mlp,42,LH_371,0.3953999876976013,0.3398776650428772
mlp,42,LH_605,0.10819999873638153,0.22715623676776886
mlp,42,LH_19,0.3061999976634979,0.2791909873485565
mlp,42,LH_500,0.13660000264644623,0.22715623676776886
mlp,42,LH_331,0.45899999141693115,0.4595974087715149
mlp,42,LH_0,0.1462000012397766,0.22715623676776886
mlp,42,LH_543,0.4970000088214874,0.4163511395454407
mlp,42,LH_552,0.14219999313354492,0.22715623676776886
mlp,42,LH_165,0.4214000105857849,0.339665949344635
mlp,42,LH_382,0.3917999863624573,0.3513895273208618
mlp,42,LH_622,0.12099999934434891,0.22715623676776886
mlp,42,LH_727,0.30979999899864197,0.39403557777404785
mlp,42,LH_596,0.3402000069618225,0.3723289370536804
mlp,42,LH_305,0.4569999873638153,0.44544166326522827
mlp,42,LH_108,0.49939998984336853,0.4224948287010193
mlp,42,LH_519,0.41100001335144043,0.4842972159385681
mlp,42,LH_182,0.3937999904155731,0.2665115296840668
mlp,42,LH_512,0.4205999970436096,0.3889720141887665
mlp,42,LH_635,0.10660000145435333,0.22715623676776886
mlp,42,LH_3,0.23980000615119934,0.3070029616355896
mlp,42,LH_678,0.10100000351667404,0.22715623676776886
mlp,42,LH_161,0.10419999808073044,0.22715623676776886
mlp,42,LH_445,0.3149999976158142,0.28884729743003845
mlp,42,LH_694,0.44699999690055847,0.42391544580459595
mlp,42,LH_748,0.423799991607666,0.4090860188007355
mlp,42,LH_716,0.131400004029274,0.22715623676776886
mlp,42,LH_671,0.4325999915599823,0.39241230487823486
mlp,42,LH_699,0.39500001072883606,0.31645485758781433
mlp,42,LH_117,0.2930000126361847,0.32793790102005005
mlp,42,LH_11,0.47540000081062317,0.32867345213890076
mlp,42,LH_566,0.22939999401569366,0.26735126972198486
mlp,42,LH_257,0.13580000400543213,0.22715623676776886
mlp,42,LH_541,0.4657999873161316,0.4491424560546875
mlp,42,LH_479,0.49540001153945923,0.5585076212882996
mlp,42,LH_619,0.2849999964237213,0.28836533427238464
mlp,42,LH_390,0.3441999852657318,0.22715623676776886
mlp,42,LH_394,0.2078000009059906,0.2623232901096344
mlp,42,LH_65,0.2921999990940094,0.25006458163261414
mlp,42,LH_610,0.3425999879837036,0.3433244228363037
mlp,42,LH_715,0.18940000236034393,0.22715623676776886
mlp,42,LH_717,0.49059998989105225,0.3742358088493347
mlp,42,LH_156,0.16699999570846558,0.22815847396850586
mlp,42,LH_112,0.33739998936653137,0.2917797267436981
mlp,42,LH_48,0.4765999913215637,0.41090822219848633
mlp,42,LH_93,0.4169999957084656,0.3161841630935669
mlp,42,LH_505,0.31220000982284546,0.3186025023460388
mlp,42,LH_521,0.2718000113964081,0.34555891156196594
mlp,42,LH_141,0.33219999074935913,0.27901750802993774
mlp,42,LH_657,0.48339998722076416,0.32102328538894653
mlp,42,LH_691,0.40139999985694885,0.31690409779548645
mlp,42,LH_408,0.358599990606308,0.27912822365760803
mlp,42,LH_597,0.43860000371932983,0.3503708243370056
mlp,42,LH_438,0.41339999437332153,0.2986871600151062
mlp,42,LH_598,0.25699999928474426,0.3306525945663452
mlp,42,LH_269,0.3529999852180481,0.3567817211151123
mlp,42,LH_551,0.3921999931335449,0.4030628204345703
mlp,42,LH_728,0.420199990272522,0.42173904180526733
mlp,42,LH_252,0.36340001225471497,0.2767278254032135
mlp,42,LH_743,0.39259999990463257,0.4114502966403961
mlp,42,LH_271,0.3862000107765198,0.3761190176010132
mlp,42,LH_146,0.2897999882698059,0.329342782497406
mlp,42,LH_469,0.4706000089645386,0.38618263602256775
mlp,42,LH_405,0.3409999907016754,0.3477361798286438
mlp,42,LH_511,0.18060000240802765,0.22715623676776886
mlp,42,LH_217,0.26260000467300415,0.22715623676776886
mlp,42,LH_322,0.10499999672174454,0.22715623676776886
mlp,42,LH_580,0.32179999351501465,0.23665562272071838
mlp,42,LH_216,0.47940000891685486,0.4243946075439453
mlp,42,LH_67,0.14740000665187836,0.28009870648384094
mlp,42,LH_274,0.2750000059604645,0.3227032423019409
mlp,42,LH_410,0.40779998898506165,0.31026652455329895
mlp,42,LH_323,0.45660001039505005,0.39099305868148804
mlp,42,LH_736,0.2117999941110611,0.24875836074352264
mlp,42,LH_234,0.10740000009536743,0.22715623676776886
mlp,42,LH_57,0.3874000012874603,0.3041638135910034
mlp,42,LH_332,0.3353999853134155,0.3219705820083618
mlp,42,LH_224,0.4374000132083893,0.35395193099975586
mlp,42,LH_570,0.19499999284744263,0.22715623676776886
mlp,42,LH_655,0.46779999136924744,0.3870786428451538
mlp,42,LH_276,0.4458000063896179,0.43520793318748474
mlp,42,LH_388,0.16259999573230743,0.26243555545806885
mlp,42,LH_473,0.49459999799728394,0.4455031752586365
mlp,42,LH_167,0.2549999952316284,0.26408347487449646
mlp,42,LH_745,0.21940000355243683,0.2412317991256714
mlp,42,LH_546,0.3434000015258789,0.303921103477478
mlp,42,LH_175,0.38499999046325684,0.28805068135261536
mlp,42,LH_686,0.12300000339746475,0.22715623676776886
mlp,42,LH_623,0.1785999983549118,0.22715623676776886
mlp,42,LH_73,0.14339999854564667,0.23370854556560516
mlp,42,LH_663,0.1550000011920929,0.23124825954437256
mlp,42,LH_273,0.18299999833106995,0.22715623676776886
mlp,42,LH_214,0.4474000036716461,0.3454091548919678
mlp,42,LH_363,0.47859999537467957,0.4587140679359436
mlp,42,LH_379,0.2777999937534332,0.2861557602882385
mlp,42,LH_166,0.16899999976158142,0.22715623676776886
mlp,42,LH_373,0.1534000039100647,0.2564030885696411
mlp,42,LH_650,0.19580000638961792,0.34801703691482544
mlp,42,LH_464,0.21140000224113464,0.26146793365478516
mlp,42,LH_713,0.4498000144958496,0.3381115794181824
mlp,42,LH_707,0.4514000117778778,0.3664940297603607
mlp,42,LH_103,0.16779999434947968,0.22715623676776886
mlp,42,LH_732,0.4702000021934509,0.3903471827507019
mlp,42,LH_81,0.32339999079704285,0.3031666874885559
mlp,42,LH_296,0.24420000612735748,0.2776026725769043
mlp,42,LH_233,0.22540000081062317,0.2725779116153717
mlp,42,LH_677,0.21220000088214874,0.22715623676776886
mlp,42,LH_46,0.33500000834465027,0.3254360854625702
mlp,42,LH_71,0.2533999979496002,0.2749115824699402
mlp,42,LH_196,0.4878000020980835,0.4443690776824951
mlp,42,LH_591,0.4074000120162964,0.4031522870063782
mlp,42,LH_370,0.14579999446868896,0.260260671377182
mlp,42,LH_633,0.3962000012397766,0.3789931833744049
mlp,42,LH_643,0.3630000054836273,0.43326812982559204
mlp,42,LH_300,0.2614000141620636,0.2380288690328598
mlp,42,LH_565,0.4429999887943268,0.44736844301223755
mlp,42,LH_80,0.4546000063419342,0.4651440680027008
mlp,42,LH_387,0.4041999876499176,0.4113352298736572
mlp,42,LH_127,0.14419999718666077,0.22715623676776886
mlp,42,LH_549,0.39820000529289246,0.2958575487136841
mlp,42,LH_470,0.3102000057697296,0.36282163858413696
mlp,42,LH_44,0.2962000072002411,0.29930102825164795
mlp,42,LH_270,0.11659999936819077,0.22715623676776886
mlp,42,LH_618,0.19619999825954437,0.22715623676776886
mlp,42,LH_352,0.35100001096725464,0.30370625853538513
mlp,42,LH_367,0.3614000082015991,0.37701529264450073
mlp,42,LH_99,0.2013999968767166,0.3626653254032135
mlp,42,LH_389,0.16940000653266907,0.22715623676776886
mlp,42,LH_94,0.28220000863075256,0.2366219162940979
mlp,42,LH_742,0.10260000079870224,0.22715623676776886
mlp,42,LH_344,0.38100001215934753,0.46460282802581787
mlp,42,LH_220,0.35339999198913574,0.28447219729423523
mlp,42,LH_159,0.28780001401901245,0.3074497580528259
mlp,42,LH_719,0.4097999930381775,0.35764211416244507
mlp,42,LH_348,0.3222000002861023,0.3476799428462982
mlp,42,LH_737,0.47620001435279846,0.3814932107925415
mlp,42,LH_714,0.4869999885559082,0.41093915700912476
mlp,42,LH_163,0.23420000076293945,0.29019272327423096
mlp,42,LH_6,0.12020000070333481,0.22715623676776886
mlp,42,LH_284,0.28299999237060547,0.25113528966903687
mlp,42,LH_603,0.13819999992847443,0.22715623676776886
mlp,42,LH_459,0.3301999866962433,0.309103786945343
mlp,42,LH_225,0.24899999797344208,0.3139219880104065
mlp,42,LH_429,0.34540000557899475,0.35163238644599915
mlp,42,LH_740,0.17100000381469727,0.22715623676776886
mlp,42,LH_718,0.4690000116825104,0.3092879354953766
mlp,42,LH_665,0.44859999418258667,0.3622802495956421
mlp,42,LH_203,0.4918000102043152,0.3755817413330078
mlp,42,LH_574,0.35659998655319214,0.35787004232406616
mlp,42,LH_27,0.38179999589920044,0.30731117725372314
mlp,42,LH_616,0.13220000267028809,0.22715623676776886
mlp,42,LH_517,0.37619999051094055,0.34116584062576294
mlp,42,LH_238,0.33180001378059387,0.2922840714454651
mlp,42,LH_223,0.4406000077724457,0.2828071713447571
mlp,42,LH_95,0.17059999704360962,0.22715623676776886
mlp,42,LH_30,0.13699999451637268,0.22715623676776886
mlp,42,LH_32,0.29980000853538513,0.27917662262916565
mlp,42,LH_432,0.46700000762939453,0.37533414363861084
mlp,42,LH_604,0.1477999985218048,0.22715623676776886
mlp,42,LH_89,0.334199994802475,0.2840058505535126
mlp,42,LH_558,0.33820000290870667,0.39808034896850586
mlp,42,LH_692,0.11620000004768372,0.22715623676776886
mlp,42,LH_104,0.3490000069141388,0.2967130243778229
mlp,42,LH_142,0.11779999732971191,0.22715623676776886
mlp,42,LH_228,0.4262000024318695,0.47787535190582275
mlp,42,LH_250,0.12620000541210175,0.22715623676776886
mlp,42,LH_281,0.28380000591278076,0.2933703064918518
mlp,42,LH_25,0.32260000705718994,0.31569916009902954
mlp,42,LH_114,0.18539999425411224,0.22715623676776886
mlp,42,LH_654,0.44780001044273376,0.4240615665912628
