model,universes,seed,target,prediction,residual,plotted_y,test_mae,test_rmse,test_r2,test_pearson
EvolveGCN-H,50,123,0.23980000615119934,0.2496415376663208,0.00984153151512146,0.00984153151512146,0.10247249715030193,0.12100125069644337,0.05712601547643881,0.27910132306915636
Static GCN,50,123,0.19660000503063202,0.20642854273319244,0.009828537702560425,0.009828537702560425,0.10015647299587727,0.12603853986013672,-0.023011841950808964,0.1242011801825041
Static GCN,50,123,0.42260000109672546,0.3232837915420532,-0.09931620955467224,-0.09931620955467224,0.10015647299587727,0.12603853986013672,-0.023011841950808964,0.1242011801825041
Static GCN,50,123,0.12020000070333481,0.25048550963401794,0.13028550893068314,0.13028550893068314,0.10015647299587727,0.12603853986013672,-0.023011841950808964,0.1242011801825041
Static GCN,50,123,0.4765999913215637,0.24207629263401031,-0.2345236986875534,-0.2345236986875534,0.10015647299587727,0.12603853986013672,-0.023011841950808964,0.1242011801825041
Static GCN,50,123,0.17980000376701355,0.23607870936393738,0.05627870559692383,0.05627870559692383,0.10015647299587727,0.12603853986013672,-0.023011841950808964,0.1242011801825041
Static GCN,50,123,0.11739999800920486,0.3152765929698944,0.19787659496068954,0.19787659496068954,0.10015647299587727,0.12603853986013672,-0.023011841950808964,0.1242011801825041
Static GCN,50,123,0.2802000045776367,0.25235700607299805,-0.027842998504638672,-0.027842998504638672,0.10015647299587727,0.12603853986013672,-0.023011841950808964,0.1242011801825041
Static GCN,50,123,0.23980000615119934,0.2850995361804962,0.045299530029296875,0.045299530029296875,0.10015647299587727,0.12603853986013672,-0.023011841950808964,0.1242011801825041
EvolveGCN-H,100,2025,0.2913999855518341,0.2609460651874542,-0.030453920364379883,-0.030453920364379883,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.2678000032901764,0.2625983953475952,-0.005201607942581177,-0.005201607942581177,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.28139999508857727,0.2610471248626709,-0.020352870225906372,-0.020352870225906372,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.4018000066280365,0.26362526416778564,-0.13817474246025085,-0.13817474246025085,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.15700000524520874,0.2551998794078827,0.09819987416267395,0.09819987416267395,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.2101999968290329,0.2646683156490326,0.054468318819999695,0.054468318819999695,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.4765999913215637,0.2647627294063568,-0.2118372619152069,-0.2118372619152069,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.4189999997615814,0.2530885636806488,-0.16591143608093262,-0.16591143608093262,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.1462000012397766,0.26306936144828796,0.11686936020851135,0.11686936020851135,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.14740000665187836,0.2617502808570862,0.11435027420520782,0.11435027420520782,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.1738000065088272,0.26250389218330383,0.08870388567447662,0.08870388567447662,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.17499999701976776,0.2620786130428314,0.08707861602306366,0.08707861602306366,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.35740000009536743,0.26989659667015076,-0.08750340342521667,-0.08750340342521667,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.16019999980926514,0.24741029739379883,0.08721029758453369,0.08721029758453369,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
EvolveGCN-H,100,2025,0.2533999979496002,0.2692341208457947,0.015834122896194458,0.015834122896194458,0.08814333279927572,0.10429807869825655,0.02087129569701973,0.2230902302694116
Static GCN,100,2025,0.2913999855518341,0.3074380159378052,0.01603803038597107,0.01603803038597107,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.2678000032901764,0.26897916197776794,0.0011791586875915527,0.0011791586875915527,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.28139999508857727,0.27496814727783203,-0.006431847810745239,-0.006431847810745239,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.4018000066280365,0.26380419731140137,-0.13799580931663513,-0.13799580931663513,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.15700000524520874,0.24258482456207275,0.08558481931686401,0.08558481931686401,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.2101999968290329,0.2797743082046509,0.06957431137561798,0.06957431137561798,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.4765999913215637,0.2538761794567108,-0.2227238118648529,-0.2227238118648529,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.4189999997615814,0.2248452603816986,-0.1941547393798828,-0.1941547393798828,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.1462000012397766,0.26998716592788696,0.12378716468811035,0.12378716468811035,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.14740000665187836,0.2588278651237488,0.11142785847187042,0.11142785847187042,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.1738000065088272,0.2864115834236145,0.11261157691478729,0.11261157691478729,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.17499999701976776,0.2633855938911438,0.08838559687137604,0.08838559687137604,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.35740000009536743,0.1910451054573059,-0.16635489463806152,-0.16635489463806152,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.16019999980926514,0.25285524129867554,0.0926552414894104,0.0926552414894104,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
Static GCN,100,2025,0.2533999979496002,0.25321364402770996,-0.0001863539218902588,-0.0001863539218902588,0.09527274767557779,0.11641933299735532,-0.21993693310833518,-0.32036750287720683
EvolveGCN-H,200,42,0.18539999425411224,0.2957146167755127,0.11031462252140045,0.11031462252140045,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.41659998893737793,0.30490797758102417,-0.11169201135635376,-0.11169201135635376,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.4185999929904938,0.3028053641319275,-0.11579462885856628,-0.11579462885856628,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.13860000669956207,0.3075917661190033,0.16899175941944122,0.16899175941944122,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.16899999976158142,0.2981385588645935,0.12913855910301208,0.12913855910301208,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.2590000033378601,0.30159682035446167,0.04259681701660156,0.04259681701660156,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.367000013589859,0.3049173653125763,-0.062082648277282715,-0.062082648277282715,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.23579999804496765,0.3026278018951416,0.06682780385017395,0.06682780385017395,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.4142000079154968,0.29780733585357666,-0.11639267206192017,-0.11639267206192017,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.43299999833106995,0.30252698063850403,-0.13047301769256592,-0.13047301769256592,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.4781999886035919,0.298430860042572,-0.1797691285610199,-0.1797691285610199,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.19020000100135803,0.29510217905044556,0.10490217804908752,0.10490217804908752,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.36419999599456787,0.3075104355812073,-0.056689560413360596,-0.056689560413360596,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.34380000829696655,0.3032136857509613,-0.04058632254600525,-0.04058632254600525,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.4018000066280365,0.30690282583236694,-0.09489718079566956,-0.09489718079566956,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.49939998984336853,0.3014276623725891,-0.19797232747077942,-0.19797232747077942,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.4821999967098236,0.3048951029777527,-0.17730489373207092,-0.17730489373207092,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.1738000065088272,0.3029818832874298,0.1291818767786026,0.1291818767786026,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.41819998621940613,0.3034009635448456,-0.11479902267456055,-0.11479902267456055,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.43779999017715454,0.2996988594532013,-0.13810113072395325,-0.13810113072395325,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.17980000376701355,0.2983342409133911,0.11853423714637756,0.11853423714637756,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.28619998693466187,0.29490235447883606,0.008702367544174194,0.008702367544174194,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.272599995136261,0.2998352646827698,0.02723526954650879,0.02723526954650879,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.3874000012874603,0.3015882670879364,-0.08581173419952393,-0.08581173419952393,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.23899999260902405,0.29974812269210815,0.060748130083084106,0.060748130083084106,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.3370000123977661,0.29198354482650757,-0.045016467571258545,-0.045016467571258545,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.3073999881744385,0.30831271409988403,0.0009127259254455566,0.0009127259254455566,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.12020000070333481,0.3070839047431946,0.18688390403985977,0.18688390403985977,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.2669999897480011,0.3045085668563843,0.03750857710838318,0.03750857710838318,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
EvolveGCN-H,200,42,0.23420000076293945,0.30185046792030334,0.06765046715736389,0.06765046715736389,0.09758373474081357,0.11099666591965886,-0.009786346018163083,0.09053781071229396
Static GCN,200,42,0.18539999425411224,0.24677643179893494,0.06137643754482269,0.06137643754482269,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.41659998893737793,0.449800968170166,0.033200979232788086,0.033200979232788086,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.4185999929904938,0.4023665189743042,-0.016233474016189575,-0.016233474016189575,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.13860000669956207,0.2387131303548813,0.10011312365531921,0.10011312365531921,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.16899999976158142,0.3563324511051178,0.18733245134353638,0.18733245134353638,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.2590000033378601,0.30962371826171875,0.05062371492385864,0.05062371492385864,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.367000013589859,0.33458617329597473,-0.03241384029388428,-0.03241384029388428,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.23579999804496765,0.3834276795387268,0.14762768149375916,0.14762768149375916,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.4142000079154968,0.4027136564254761,-0.011486351490020752,-0.011486351490020752,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.43299999833106995,0.3498515784740448,-0.08314841985702515,-0.08314841985702515,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.4781999886035919,0.3373427093029022,-0.1408572793006897,-0.1408572793006897,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.19020000100135803,0.42343804240226746,0.23323804140090942,0.23323804140090942,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.36419999599456787,0.3530386984348297,-0.01116129755973816,-0.01116129755973816,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.34380000829696655,0.35595208406448364,0.01215207576751709,0.01215207576751709,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.4018000066280365,0.2471793293952942,-0.1546206772327423,-0.1546206772327423,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.49939998984336853,0.40312013030052185,-0.09627985954284668,-0.09627985954284668,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.4821999967098236,0.4181901216506958,-0.06400987505912781,-0.06400987505912781,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.1738000065088272,0.3729596734046936,0.1991596668958664,0.1991596668958664,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.41819998621940613,0.37939316034317017,-0.03880682587623596,-0.03880682587623596,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.43779999017715454,0.24380551278591156,-0.19399447739124298,-0.19399447739124298,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.17980000376701355,0.34740978479385376,0.1676097810268402,0.1676097810268402,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.28619998693466187,0.4338115453720093,0.1476115584373474,0.1476115584373474,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.272599995136261,0.38428550958633423,0.11168551445007324,0.11168551445007324,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.3874000012874603,0.22829663753509521,-0.1591033637523651,-0.1591033637523651,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.23899999260902405,0.38227152824401855,0.1432715356349945,0.1432715356349945,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.3370000123977661,0.37193065881729126,0.034930646419525146,0.034930646419525146,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.3073999881744385,0.40490448474884033,0.09750449657440186,0.09750449657440186,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.12020000070333481,0.38275066018104553,0.2625506594777107,0.2625506594777107,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.2669999897480011,0.274976909160614,0.007976919412612915,0.007976919412612915,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
Static GCN,200,42,0.23420000076293945,0.2749137878417969,0.04071378707885742,0.04071378707885742,0.1013598270714283,0.12421376869913518,-0.26458813801549996,0.13660390732257272
EvolveGCN-H,500,123,0.11020000278949738,0.3250575661659241,0.2148575633764267,0.2148575633764267,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.2766000032424927,0.26354140043258667,-0.013058602809906006,-0.013058602809906006,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.4758000075817108,0.3127330243587494,-0.16306698322296143,-0.16306698322296143,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.17579999566078186,0.30996596813201904,0.13416597247123718,0.13416597247123718,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.4918000102043152,0.26554688811302185,-0.22625312209129333,-0.22625312209129333,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.12020000070333481,0.2947959303855896,0.1745959296822548,0.1745959296822548,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.3601999878883362,0.2946352958679199,-0.06556469202041626,-0.06556469202041626,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.29820001125335693,0.29732924699783325,-0.0008707642555236816,-0.0008707642555236816,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.20739999413490295,0.3212226629257202,0.11382266879081726,0.11382266879081726,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.3529999852180481,0.30264848470687866,-0.050351500511169434,-0.050351500511169434,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.15060000121593475,0.27343088388442993,0.12283088266849518,0.12283088266849518,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.10859999805688858,0.2919427156448364,0.18334271758794785,0.18334271758794785,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.4625999927520752,0.2889972925186157,-0.17360270023345947,-0.17360270023345947,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.2754000127315521,0.31277403235435486,0.037374019622802734,0.037374019622802734,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.19419999420642853,0.3095550835132599,0.11535508930683136,0.11535508930683136,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.40779998898506165,0.28459978103637695,-0.12320020794868469,-0.12320020794868469,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.11940000206232071,0.30330777168273926,0.18390776962041855,0.18390776962041855,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.38499999046325684,0.28471851348876953,-0.1002814769744873,-0.1002814769744873,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.16699999570846558,0.316058874130249,0.14905887842178345,0.14905887842178345,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.27619999647140503,0.3035356402397156,0.027335643768310547,0.027335643768310547,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.4578000009059906,0.28019702434539795,-0.17760297656059265,-0.17760297656059265,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.4941999912261963,0.2888144850730896,-0.2053855061531067,-0.2053855061531067,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.24379999935626984,0.2737042307853699,0.029904231429100037,0.029904231429100037,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.10700000077486038,0.2903730273246765,0.18337302654981613,0.18337302654981613,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.18979999423027039,0.2867809534072876,0.09698095917701721,0.09698095917701721,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.2978000044822693,0.3138929009437561,0.016092896461486816,0.016092896461486816,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.35339999198913574,0.28192710876464844,-0.0714728832244873,-0.0714728832244873,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.10899999737739563,0.3071213364601135,0.1981213390827179,0.1981213390827179,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.16019999980926514,0.28842222690582275,0.12822222709655762,0.12822222709655762,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.29019999504089355,0.28790199756622314,-0.00229799747467041,-0.00229799747467041,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.17739999294281006,0.3029205799102783,0.12552058696746826,0.12552058696746826,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.2101999968290329,0.3193027377128601,0.10910274088382721,0.10910274088382721,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.26339998841285706,0.3018430471420288,0.03844305872917175,0.03844305872917175,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.4189999997615814,0.3080434799194336,-0.11095651984214783,-0.11095651984214783,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.1738000065088272,0.31603574752807617,0.14223574101924896,0.14223574101924896,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.4138000011444092,0.2918732166290283,-0.12192678451538086,-0.12192678451538086,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.11500000208616257,0.30944520235061646,0.1944452002644539,0.1944452002644539,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.3693999946117401,0.32227176427841187,-0.04712823033332825,-0.04712823033332825,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.10419999808073044,0.28786700963974,0.18366701155900955,0.18366701155900955,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.23980000615119934,0.28495872020721436,0.045158714056015015,0.045158714056015015,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.272599995136261,0.26433274149894714,-0.008267253637313843,-0.008267253637313843,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.38420000672340393,0.30226755142211914,-0.08193245530128479,-0.08193245530128479,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.4569999873638153,0.27692797780036926,-0.18007200956344604,-0.18007200956344604,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.41620001196861267,0.2970546782016754,-0.11914533376693726,-0.11914533376693726,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.2770000100135803,0.28929227590560913,0.012292265892028809,0.012292265892028809,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.3578000068664551,0.28089261054992676,-0.07690739631652832,-0.07690739631652832,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.4406000077724457,0.29105305671691895,-0.14954695105552673,-0.14954695105552673,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.3418000042438507,0.28998470306396484,-0.051815301179885864,-0.051815301179885864,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
